dataset_id,module,n_genes,n_samples,cronbach_alpha,table_type,module_a,module_b,mean_correlation,n_pairs,interpretation_boundary
GSE294150_visceral_adipose,macrophage_resolution,2.0,39.0,0.1364979257728877,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE294150_visceral_adipose,adipose_metabolism_resolution,2.0,39.0,0.9748648755290056,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE294150_visceral_adipose,insulin_metabolism,4.0,39.0,0.8590024049710091,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE294150_visceral_adipose,dna_damage_repair,3.0,39.0,0.6232040005869021,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE294150_visceral_adipose,autophagy_repair,4.0,39.0,0.1263375602574021,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE294150_visceral_adipose,mitochondrial_stress,2.0,39.0,0.7225563208143984,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,nad_salvage_core,6.0,24.0,0.8303129932922234,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,nad_de_novo,2.0,24.0,0.7420359792145899,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,nad_consumption_inflammation,2.0,24.0,0.4488699734112684,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,nad_consumption_repair,2.0,24.0,0.9738617569777002,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,sirtuin_repair,3.0,24.0,0.8592761709399918,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,ampk_mitochondria_repair,3.0,24.0,0.3031584117530194,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,mitochondrial_biogenesis,2.0,24.0,0.9182998847288616,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,oxidative_stress_repair,3.0,24.0,0.9162658241989564,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,nfkb_inflammation,3.0,24.0,0.6787237557027505,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,innate_immune_inflammation,3.0,24.0,0.6775073607947928,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,monocyte_macrophage,3.0,24.0,0.9296805928773992,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,adipose_metabolism_resolution,2.0,24.0,0.5640335102010006,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,insulin_metabolism,4.0,24.0,0.9023118527652658,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,dna_damage_repair,3.0,24.0,0.9633641938959568,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,autophagy_repair,4.0,24.0,0.9738650833732452,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE305038_activity_inactivity_exercise,mitochondrial_stress,2.0,24.0,0.7658728897249365,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,nad_salvage_core,6.0,6.0,-2.9649538337561867,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,nad_de_novo,3.0,6.0,-0.068131276248765,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,nad_consumption_inflammation,2.0,6.0,0.7432175141109849,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,nad_consumption_repair,2.0,6.0,0.3497282612172818,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,sirtuin_repair,3.0,6.0,0.186354034509834,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,ampk_mitochondria_repair,3.0,6.0,0.3110854889571379,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,mitochondrial_biogenesis,2.0,6.0,0.8021332732348261,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,oxidative_stress_repair,4.0,6.0,-2.0485437581600374,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,nfkb_inflammation,7.0,6.0,0.0773394578681733,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,innate_immune_inflammation,3.0,6.0,0.473652204480765,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,monocyte_macrophage,4.0,6.0,0.3500763786068742,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,macrophage_resolution,2.0,6.0,0.4814402916668214,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,adipose_metabolism_resolution,2.0,6.0,-0.4033148206071324,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,insulin_metabolism,4.0,6.0,0.0249281028174737,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,dna_damage_repair,3.0,6.0,0.4923579120430529,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,autophagy_repair,4.0,6.0,0.2155049013043295,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_24h_exercise,mitochondrial_stress,2.0,6.0,0.6776492429996446,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,nad_salvage_core,6.0,5.0,0.5114661198648064,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,nad_de_novo,3.0,5.0,-2.264120185347615,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,nad_consumption_inflammation,2.0,5.0,-0.0198801610026491,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,nad_consumption_repair,2.0,5.0,0.0921893266913149,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,sirtuin_repair,3.0,5.0,0.38065459099707,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,ampk_mitochondria_repair,3.0,5.0,0.6135284086650572,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,mitochondrial_biogenesis,2.0,5.0,-2.2259286501592213,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,oxidative_stress_repair,4.0,5.0,-1.0054925258599203,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,nfkb_inflammation,7.0,5.0,-0.212866245550086,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,innate_immune_inflammation,3.0,5.0,0.7034753542919037,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,monocyte_macrophage,4.0,5.0,0.5052754724290915,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,macrophage_resolution,2.0,5.0,-2.7549442358732152,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,adipose_metabolism_resolution,2.0,5.0,0.752812854455043,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,insulin_metabolism,4.0,5.0,0.7271378785189262,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,dna_damage_repair,3.0,5.0,0.5382659450403418,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,autophagy_repair,4.0,5.0,-0.3806079899293738,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE312393_6weeks_training,mitochondrial_stress,2.0,5.0,0.8788912241113351,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,nad_salvage_core,6.0,118.0,0.1624710187179031,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,nad_de_novo,3.0,118.0,0.1069975963383165,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,nad_consumption_inflammation,2.0,118.0,0.0213018621604073,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,nad_consumption_repair,2.0,118.0,0.751735394130715,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,sirtuin_repair,3.0,118.0,0.0983958029245401,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,ampk_mitochondria_repair,3.0,118.0,0.1973200774127477,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,mitochondrial_biogenesis,2.0,118.0,0.58504287432142,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,oxidative_stress_repair,4.0,118.0,0.5098378028735624,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,nfkb_inflammation,7.0,118.0,0.9036483989543276,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,innate_immune_inflammation,3.0,118.0,0.752097533499001,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,monocyte_macrophage,4.0,118.0,0.8708734453186653,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,macrophage_resolution,2.0,118.0,0.3257815683131053,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,adipose_metabolism_resolution,2.0,118.0,0.6322155640693432,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,insulin_metabolism,4.0,118.0,0.5063237413027021,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,dna_damage_repair,3.0,118.0,0.8059755557080106,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,autophagy_repair,4.0,118.0,0.8287988529483182,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE318937_exercise_oleuropein,mitochondrial_stress,2.0,118.0,0.249514183320985,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,nad_salvage_core,6.0,47.0,0.7524337607414179,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,nad_de_novo,3.0,47.0,0.5207316595188268,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,nad_consumption_inflammation,2.0,47.0,0.5520257649526874,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,nad_consumption_repair,2.0,47.0,0.5333095044423726,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,sirtuin_repair,3.0,47.0,0.4125212012812206,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,ampk_mitochondria_repair,3.0,47.0,0.3845271147741104,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,mitochondrial_biogenesis,2.0,47.0,0.4401584217138148,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,oxidative_stress_repair,4.0,47.0,0.7734129410016213,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,nfkb_inflammation,7.0,47.0,0.7632253871686178,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,innate_immune_inflammation,3.0,47.0,0.6737035806550185,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,monocyte_macrophage,4.0,47.0,0.8072764188847424,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,macrophage_resolution,2.0,47.0,0.383164466492073,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,adipose_metabolism_resolution,2.0,47.0,0.4716855146017469,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,insulin_metabolism,4.0,47.0,0.827996394653877,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,dna_damage_repair,3.0,47.0,0.6955454666384628,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,autophagy_repair,4.0,47.0,0.8453090399405784,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE32575_monocytes_obesity_surgery,mitochondrial_stress,2.0,47.0,0.4450745535210871,module_internal_consistency_Cronbach_alpha,,,,,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,nad_salvage_core,0.5149920512838886,15.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,sirtuin_repair,0.623809683599961,18.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,oxidative_stress_repair,0.641459535415481,24.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,nfkb_inflammation,0.3370891103928509,42.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,nutrient_sensing,0.6605441803476462,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_salvage_core,stress_repair,0.6109838972186694,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,nad_salvage_core,0.3833308673289999,18.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,nad_de_novo,0.2088147303868764,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,sirtuin_repair,0.4007205235971687,9.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,oxidative_stress_repair,0.4228844997686832,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,nfkb_inflammation,0.2864207953679568,21.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,nutrient_sensing,0.4171761131720967,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_de_novo,stress_repair,0.3383143772254459,3.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_consumption_inflammation,nad_salvage_core,0.3921302219431563,12.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_consumption_inflammation,nad_de_novo,0.268070176955954,6.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_consumption_inflammation,nad_consumption_inflammation,0.0667155778741651,1.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_consumption_inflammation,nad_consumption_repair,0.5121269624863177,4.0,structural co-expression description; not a between-group significance test
GSE272133_muscle_bariatric,,,,,module_pair_correlation,nad_consumption_inflammation,sirtuin_repair,0.408884482199535,6.0,structural co-expression description; not a between-group significance test
