dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,table_scope,interpretation_boundary
GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,inflammatory_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.0524618464337212,0.0180599957410551,0.0705218421747764,0.1831398294396399,-0.1274785406994781,0.2338421969622626,paired_cohen_dz,0.3850710268244481,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,repair_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.0821893174578918,-0.0331558499068855,0.0490334675510063,0.1786501709269672,-0.0570036728510714,0.25529360265448,paired_cohen_dz,0.2744663903571151,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,NAMPT_z,4,4,participant_id,,paired,4,4,4,4,-0.8967070142561706,-0.3540867805607291,0.5426202336954415,0.3481511112864115,0.2247290217023156,0.7837306835184648,paired_cohen_dz,1.558576767687084,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.2721354166666667,very_small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,balance_score,4,4,participant_id,,paired,4,4,4,4,-0.114255660659824,-0.0805243904112932,0.0337312702485308,0.3023632436106494,-0.2037469266481042,0.2745353918646246,paired_cohen_dz,0.111558765694306,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,inflammatory_score,4,4,participant_id,,paired,4,4,4,4,0.0067374621697747,0.1518637649612589,0.1451263027914842,0.2040116703917504,-0.0588090895979805,0.299918947669396,paired_cohen_dz,0.7113627495564717,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.59375,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,repair_score,4,4,participant_id,,paired,4,4,4,4,-0.1075181984900492,0.0713393745499656,0.1788575730400149,0.1425194853812448,0.0601182147413816,0.2975969313386482,paired_cohen_dz,1.2549692595476638,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,very_small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,NAMPT_z,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.3853481679025793,0.4620486259386902,0.8473967938412696,1.2471575211582049,0.2800112210598665,1.4518442874049848,paired_cohen_dz,0.6794625213455899,0.01239013671875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0941650390625,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,balance_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.1854763570736592,-0.1753135745093106,-0.3607899315829698,0.281035794080341,-0.4973814050682261,-0.2304640310835491,paired_cohen_dz,-1.2837864043746297,0.000244140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0147857666015625,0.004638671875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,inflammatory_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.136729669225294,0.1280523318794669,0.264782001104761,0.2884889779957116,0.1337480597174317,0.4034911713713403,paired_cohen_dz,0.917823630366554,0.0009765625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0247395833333333,0.00927734375,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,repair_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.0487466878483652,-0.0472612426298436,-0.0960079304782088,0.1425868723250881,-0.163000903045829,-0.0265763010428736,paired_cohen_dz,-0.6733293809777764,0.018341064453125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1001953125,0.1161600748697916,ci_excludes_zero;nominal_p_lt_0.05,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,NAMPT_z,6,6,participant_id,,paired_intersection,4,4,4,4,-0.6453260596730733,-0.3034719091402065,0.3418541505328669,0.5314641385885965,-0.0611112771878972,0.7827306618210874,paired_cohen_dz,0.6432308893704949,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.59375,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,balance_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.0087169271816539,-0.1226343900375444,-0.1139174628558904,0.3357056353615588,-0.3609841980243898,0.1963965991267219,paired_cohen_dz,-0.3393373564706473,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,inflammatory_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.249192432508336,-0.2804272485312606,-0.0312348160229246,0.3300466626627806,-0.2917689862432929,0.2275316064401466,paired_cohen_dz,-0.0946375757019494,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,repair_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.2579093596899899,-0.4030616385688051,-0.1451522788788151,0.1042272968342748,-0.2270342659343998,-0.0632702918232304,paired_cohen_dz,-1.3926512851006057,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,very_small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,NAMPT_z,6,7,participant_id,,paired_intersection,6,6,6,6,0.3396232761070306,0.1169314834177639,-0.2226917926892666,1.259112469872381,-1.219502319200771,0.6535142184188285,paired_cohen_dz,-0.1768640991315397,0.71875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.7586805555555556,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,balance_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.2759913699650583,-0.1443300771281892,-0.4203214470932475,0.2781874858375666,-0.6075247382478687,-0.21050785138849,paired_cohen_dz,-1.5109286667865167,0.03125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.11875,0.0989583333333333,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,inflammatory_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.0146861337041877,0.1608844050255708,0.1461982713213831,1.3661428774322537,-0.8923347528960924,1.0366714236196175,paired_cohen_dz,0.1070153596204896,0.90625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,repair_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.290677503669246,0.0165543278973815,-0.2741231757718645,1.4910675691431217,-1.401032690246429,0.7516682942312537,paired_cohen_dz,-0.1838435637959694,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,NAMPT_z,4,3,,,unpaired,7,0,4,3,-0.0109613856592672,0.0146151808790248,0.0255765665382921,,-1.3944524083063548,1.3776906982084962,hedges_g,0.0196633989751806,0.9714285714285714,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,0.9714285714285712,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,balance_score,4,3,,,unpaired,7,0,4,3,-0.0093861014532885,0.0125148019377168,0.0219009033910053,,-0.4970982860616326,0.6278004103007604,hedges_g,0.0388414744099012,1.0,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,inflammatory_score,4,3,,,unpaired,7,0,4,3,0.1305837253933959,-0.1741116338578605,-0.3046953592512565,,-0.6117963924678212,-0.0442257307794001,hedges_g,-1.1658647272191789,0.1714285714285714,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.4202764976958525,0.4653061224489795,small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,repair_score,4,3,,,unpaired,7,0,4,3,0.1211976239401074,-0.1615968319201437,-0.2827944558602511,,-0.6175745088803964,0.0982430042738461,hedges_g,-0.7334018356065382,0.3142857142857143,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.6285714285714286,0.7464285714285714,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,NAMPT_z,3,3,participant,,paired,3,3,3,3,-0.553481003783633,0.5534810037836321,1.106962007567265,0.552860705916426,0.5387334035780535,1.6430527972601532,paired_cohen_dz,2.002243957150756,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.3958333333333333,very_small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,balance_score,3,3,participant,,paired,3,3,3,3,-0.1347168826275308,0.1347168826275318,0.2694337652550626,0.2169805205943125,0.0703512944932023,0.5007140369687886,paired_cohen_dz,1.2417417218701472,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.5277777777777778,very_small_n;ci_excludes_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,inflammatory_score,3,3,participant,,paired,3,3,3,3,-0.0803743336391544,0.0803743336391544,0.1607486672783088,0.4274221013374258,-0.1021526155038746,0.6539337960290004,paired_cohen_dz,0.3760888048964195,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,repair_score,3,3,participant,,paired,3,3,3,3,-0.2150912162666853,0.2150912162666861,0.4301824325333714,0.6352856522772825,-0.0318013210106721,1.1546478329977892,paired_cohen_dz,0.677148037251139,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,very_small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.7032426016501429,1.2974500749984457,1.9129296586527709,0.3381507371449934,2.5602652223812825,paired_cohen_dz,0.6782528929538412,0.0234375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.111328125,0.0804036458333333,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.2599710753025229,0.2545915619435416,-0.0053795133589812,0.341389008866276,-0.2074120810219027,0.1926204784333601,paired_cohen_dz,-0.015757722771586,0.96875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.2081261538174516,-0.2165523822953898,-0.0084262284779381,0.6046700957780304,-0.3963472017932037,0.298753569459859,paired_cohen_dz,-0.0139352492156837,0.970703125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.0518449214850713,0.0380391796481518,-0.0138057418369195,0.5758621779234688,-0.3743673526564277,0.3006390831543298,paired_cohen_dz,-0.0239740381747284,0.9375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.5784064701594829,1.1726139435077858,0.8083684190962349,0.6993677008205945,1.6536290029517648,paired_cohen_dz,1.4505934618509486,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0424107142857142,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.2599710753025229,-0.8085480452971833,-1.0685191205997062,0.5978649619355634,-1.4278213165660425,-0.7230152639436707,paired_cohen_dz,-1.7872248561621995,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0296875,0.0123697916666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.2081261538174516,0.2642762531221267,0.4724024069395783,0.6333149923708722,0.0934221157631335,0.84343468419899,paired_cohen_dz,0.7459201386834331,0.044921875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1625744047619047,0.21337890625,ci_excludes_zero;nominal_p_lt_0.05,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.0518449214850713,-0.5442717921750565,-0.5961167136601279,0.6630026981837918,-1.0059377792819175,-0.227090016268937,paired_cohen_dz,-0.8991165726672166,0.015625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0989583333333333,0.1161600748697916,ci_excludes_zero;nominal_p_lt_0.05,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.4392306530880112,0.67089338903023,1.1101240421182412,0.9322035140741722,0.5722295231992323,1.6902030245317254,paired_cohen_dz,1.1908601773731486,0.0078125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.07421875,0.0588531494140625,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.1437396272620021,0.1647888346762925,0.0210492074142903,0.5574305276082955,-0.2980210852626083,0.3726747606174878,paired_cohen_dz,0.0377611314267337,0.9140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.0613689133153945,-0.1612524677680828,-0.0998835544526883,0.4264713379135531,-0.3895704901855056,0.1169604051218216,paired_cohen_dz,-0.2342093021804316,0.58984375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.9537898936170212,1.0,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.0823707139466076,0.0035363669082096,-0.0788343470383979,0.5097314085195964,-0.3946955149116735,0.2190701089613887,paired_cohen_dz,-0.1546586020024842,0.68359375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,small_n;ci_crosses_zero,19 predefined contrasts x 4 metrics = 76 formal metric-level rows,contrast-level statistics; paired exercise meta uses 12 eligible paired contrasts
