gene_symbol,module,score_group,rationale,I02APOST,I02APRE,I04APOST,I04APRE,I05APOST,I06APOST1,I06APRE2,I07APRE,I09APRE,I10APOST,I10PRE,I11APOST,I03BPOST,I03BPRE,I04BPOST,I04BPRE,I06BPOST,I06BPRE,I07BPOST,I07BPRE1,I09BPOST,I10BPOST,I10BPRE,I11BPOST,I11BPRE
PARP1,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,12.280480810318373,12.380731612682995,11.975847968006784,11.982637133669424,12.017852331905962,11.943979914343739,11.975489756945754,12.837233700339088,12.281930026955443,11.720244258287567,12.06406908038551,12.999823879015725,11.95746484680521,12.368506461507693,12.27029532647204,12.156083076288681,11.63753055152531,12.035830072835017,12.024793384702548,13.819979460922664,12.06339508128851,12.880731435141664,12.00982861736811,12.880922710586542,12.86360554432145
PARP2,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,9.405141463136344,9.477758266443889,9.586839787961827,9.588714635582264,9.361943773735241,9.236014191900084,9.69522829149575,10.452241240430817,9.487840033823051,9.098032082960527,9.409390936137703,10.401946123976536,9.303780748177102,9.535275376620802,9.643856189774725,9.400879436282183,9.20212382383046,9.481799431665753,9.483815777264256,11.164906926675688,9.400879436282183,10.194756854422248,9.453270634010623,10.584962500721156,10.413627929024173
SIRT1,sirtuin_repair,repair,NAD-dependent deacetylase linked to mitochondrial biogenesis and inflammatory restraint,8.820178962415188,8.566054038171092,8.434628227636725,8.118941072723507,9.296916206879288,9.079484783826816,8.832890014164741,9.108524456778168,8.038918989292302,8.584962500721156,8.113742166049189,9.521600439723727,8.290018846932618,8.471675214392045,8.703903573444663,8.228818690495881,8.611024797307353,8.451211111832329,9.238404739325079,10.121533517340032,9.005624549193879,9.78953364497036,8.527477006060396,9.984418458801137,9.428360172704291
SIRT3,sirtuin_repair,repair,NAD-dependent mitochondrial deacetylase and oxidative metabolism regulator,10.030667136246942,10.08214904135387,9.874981347653774,10.049848549450562,9.584962500721156,9.475733430966399,9.623881490013458,10.563196272216738,10.14338321398982,9.398743691938193,9.605479518061669,10.826548487290914,10.066089190457772,10.356451970221755,9.994353436858859,9.905387005018131,9.39231742277876,9.768184324776927,9.63117705570398,11.390168956200183,9.911391987843459,10.494855584491198,9.792790294301064,10.602698865017965,10.584022940257542
SIRT6,sirtuin_repair,repair,NAD-dependent chromatin and DNA repair regulator,7.515699838284043,7.6653359171851765,7.820178962415188,8.194756854422248,7.475733430966398,7.312882955284356,7.3750394313469245,8.447083226209653,7.467605550082998,7.20945336562895,7.539158811108031,8.562242424221072,7.483815777264256,7.569855608330948,8.098032082960527,7.467605550082998,6.870364719583405,7.366322214245816,7.2384047393250786,8.832890014164741,7.442943495848728,8.169925001442312,7.442943495848728,8.479780264029099,8.361943773735241
PRKAA1,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha1; energy stress and exercise adaptation,9.45532722030456,9.541096615349524,9.346513733165635,9.06339508128851,9.567956075415466,9.57553924683453,10.324180546618742,10.448116305409464,9.257387842692651,9.390168956200183,9.710806433699352,10.623881490013458,9.03342300153745,9.52552080909507,9.813781191217037,8.810571634741146,8.965784284662087,9.832890014164741,9.665335917185176,11.257387842692651,9.76983784362944,10.312882955284355,9.726218159332198,10.850968150982439,11.038918989292302
PRKAA2,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha2; skeletal-muscle energy adaptation,11.535761377986656,11.991521846075695,12.247334178028728,11.839991070539886,12.022714573044759,11.731743290707842,12.452756029032495,12.691961564216788,11.313449940963057,11.76487159073609,11.90651484484695,12.050528905530555,11.385323176175872,11.808562029957525,11.660441650209172,11.506307581100307,11.002111776479852,11.767770648776704,11.581671358578143,13.391377862315146,11.553149275598548,12.75258971764099,12.210975677726395,12.759680167210965,13.1722712290547
PPARGC1A,ampk_mitochondria_repair,repair,PGC-1alpha mitochondrial biogenesis and endurance adaptation regulator,13.563792107124181,11.025139562278508,13.017156386383112,10.458406613236532,14.406802903586323,14.688031702413934,10.417852514885897,10.696098170955864,10.099347810403193,13.884170519108435,10.100662339005199,14.363929401166496,13.556266543582993,10.545929769085467,11.781769511863132,10.055282435501189,14.00842862207058,10.874212934830874,13.989837955736364,12.438531977761583,14.23511671439625,15.014717929860009,10.105908508571158,15.420749758296799,11.386940245324311
TFAM,mitochondrial_biogenesis,repair,Mitochondrial transcription factor and mtDNA maintenance marker,9.348728154231077,9.41574176829009,8.867278739709661,8.894817763307943,9.339850002884624,9.057991722759176,9.319672120946995,9.638435913990472,8.94251450533924,9.116343961237469,8.59618975614441,9.888743248898258,9.192292814470767,9.197216693110052,9.162391328756906,8.96289600533726,8.588714635582264,9.14210705730255,9.068778277985412,10.63390340934852,9.025139562278508,9.909893083770042,8.800899899920305,9.896332403909941,9.753216749178955
NRF1,mitochondrial_biogenesis,repair,Nuclear respiratory factor involved in mitochondrial biogenesis,8.79766152585376,8.787902559391432,8.727920454563199,9.174925682500678,8.741466986401146,8.810571634741146,9.273795599214264,9.7714894695006,9.0,8.491853096329674,9.002815015607053,9.62935662007961,8.794415866350105,9.20212382383046,9.019590728357882,8.618385502258606,8.45532722030456,8.997179480937621,8.758223214726724,10.655530723155643,8.618385502258606,9.698704666770345,8.988684686772165,10.038918989292302,9.958552715431011
NFE2L2,oxidative_stress_repair,repair,NRF2 antioxidant and stress-adaptation regulator,10.038918989292302,10.098032082960527,9.531381460516313,9.826548487290914,9.786269627648466,10.088788238716907,10.294620748891626,10.556506054671928,9.681238411777805,9.407267764244732,9.850186837645774,10.866506212226202,9.432541900388259,9.774787059601174,10.080817527608327,9.513727595952437,9.326429487122303,9.45532722030456,9.974414589805527,11.269711121142782,9.594324603924848,10.62296694479051,9.912889336229961,10.703038388986418,10.673309075561695
CAT,oxidative_stress_repair,repair,Antioxidant enzyme relevant to oxidative stress resolution,11.516192477879367,11.81818270494864,10.499845887083206,10.854089179870574,11.290594888082572,10.921097088106793,11.259743263690781,11.709945380232497,11.007027266893969,10.806549621985962,10.987264012072538,11.96289600533726,11.145932145820515,11.537703747907644,10.848622940429339,10.815383295813538,10.188588845707349,10.7714894695006,10.427312844134963,12.302924464617952,10.868822554774999,11.745674324002135,11.110483309816226,11.876133200043016,11.858758099935422
GPX1,oxidative_stress_repair,repair,Glutathione peroxidase and oxidative damage protection marker,10.92851837525789,10.904634621668151,10.837627933171404,10.99081307915361,10.447083226209653,10.708221730038353,10.59245703726808,11.384783750093353,10.567005370247033,10.358651200892886,10.144658242831882,11.523561956057012,10.734709620225837,10.969386521342283,10.967226258835993,10.677719641641009,10.489847960439297,10.816183681432342,10.382624026574916,12.24347153839633,10.382624026574916,11.396069557639867,10.3409627642517,11.1767964781476,11.12023787734196
NFKB1,nfkb_inflammation,inflammatory,NF-kB transcription factor subunit linked to chronic inflammatory signalling,9.071462362556623,9.041659151637214,8.879583249612784,8.960001932068081,9.426264754702098,9.066089190457772,8.974414589805527,9.702172685365548,8.839203788096944,8.96289600533726,9.337621901992508,9.9901039638575,8.59618975614441,9.147204924942228,9.403012023574997,8.807354922057604,8.417852514885897,8.682994583681683,8.774787059601174,10.473705749619416,8.980139577639157,10.06204613772049,9.139551352398794,10.066089190457772,9.90839262077375
RELA,nfkb_inflammation,inflammatory,NF-kB p65 subunit and inflammatory transcriptional activation,10.007027266893969,9.839203788096944,10.074141462752506,10.057991722759176,9.902375114486025,9.917372079476841,9.792790294301064,10.543031820255237,9.741466986401146,9.874981347653774,9.871905237659186,10.816183681432342,9.668884984266247,9.845490050944376,9.975847968006784,9.531381460516313,9.264442600226602,9.247927513443585,9.804131021183318,11.341518823245243,9.874981347653774,10.767356854125685,9.799281621521923,10.98299357469431,10.553629293916364
CCL2,nfkb_inflammation,inflammatory,Monocyte recruitment chemokine relevant to adipose inflammation,7.066089190457772,5.672425341971495,5.584962500721156,5.954196310386875,6.087462841250339,8.005624549193879,6.0,5.78135971352466,5.044394119358453,5.882643049361842,5.0,7.994353436858858,6.169925001442312,5.727920454563199,6.714245517666122,5.321928094887363,7.636624620543649,4.754887502163468,6.977279923499917,7.076815597050831,6.845490050944375,7.2384047393250786,4.0,7.139551352398794,6.022367813028454
TLR4,innate_immune_inflammation,inflammatory,Innate immune receptor linked to lipid-induced inflammation,6.9886846867721655,6.714245517666122,6.918863237274595,7.0,6.820178962415188,6.554588851677638,6.894817763307944,6.672425341971495,5.832890014164741,6.954196310386875,5.554588851677638,7.912889336229962,6.0,6.569855608330948,7.6653359171851765,5.906890595608519,6.357552004618084,6.507794640198696,6.523561956057013,7.592457037268081,6.672425341971495,7.459431618637297,5.754887502163468,8.276124405274238,7.0
NLRP3,innate_immune_inflammation,inflammatory,Inflammasome component relevant to metabolic inflammation,3.4594316186372973,2.584962500721156,3.807354922057604,4.807354922057604,4.392317422778761,4.321928094887363,5.20945336562895,5.832890014164741,5.930737337562887,5.459431618637297,5.754887502163468,5.700439718141092,4.459431618637297,5.491853096329675,5.169925001442312,3.169925001442312,4.643856189774724,5.643856189774724,5.321928094887363,6.930737337562887,5.882643049361842,5.727920454563199,5.0,5.954196310386875,6.149747119504682
CASP1,innate_immune_inflammation,inflammatory,Inflammasome effector supporting IL1B maturation,5.727920454563199,5.906890595608519,5.584962500721156,7.800899899920305,5.614709844115208,5.129283016944966,5.977279923499917,6.845490050944375,5.754887502163468,6.066089190457772,5.20945336562895,7.098032082960526,5.614709844115208,5.554588851677638,7.467605550082998,5.20945336562895,5.285402218862249,5.392317422778761,5.20945336562895,7.400879436282184,5.807354922057604,6.507794640198696,5.087462841250339,6.189824558880018,6.0
ITGAM,monocyte_macrophage,inflammatory,Myeloid/macrophage marker useful for immune-cell infiltration context,5.643856189774724,5.754887502163468,6.108524456778169,7.584962500721156,6.108524456778169,5.727920454563199,6.303780748177103,6.94251450533924,5.357552004618084,5.977279923499917,5.044394119358453,8.189824558880018,5.930737337562887,5.285402218862249,8.383704292474052,5.20945336562895,6.491853096329675,5.357552004618084,5.78135971352466,6.658211482751795,4.954196310386875,6.426264754702098,4.857980995127572,6.727920454563199,6.672425341971495
CD14,monocyte_macrophage,inflammatory,Monocyte marker and LPS co-receptor,7.794415866350106,6.0,6.930737337562887,8.071462362556623,6.807354922057604,7.22881869049588,7.159871336778389,6.870364719583405,5.584962500721156,6.832890014164741,5.584962500721156,9.731319031025064,7.108524456778169,6.741466986401147,9.264442600226602,6.247927513443585,7.409390936137702,6.066089190457772,7.011227255423254,7.257387842692652,6.022367813028454,7.6653359171851765,5.643856189774724,8.169925001442312,7.400879436282184
CD68,monocyte_macrophage,inflammatory,Macrophage marker used for tissue inflammatory burden,6.906890595608519,6.129283016944966,7.149747119504682,8.016808287686555,5.087462841250339,8.531381460516313,6.870364719583405,6.930737337562887,5.321928094887363,6.930737337562887,5.672425341971495,9.939579214314692,6.129283016944966,6.584962500721156,8.968666793195208,5.554588851677638,7.870364719583405,5.523561956057013,6.977279923499917,6.9886846867721655,7.546894459887636,7.434628227636725,4.954196310386875,7.60733031374961,6.857980995127572
MRC1,macrophage_resolution,repair,Macrophage alternative activation/resolution marker,5.129283016944966,5.357552004618084,5.392317422778761,4.459431618637297,4.700439718141092,4.459431618637297,5.78135971352466,5.169925001442312,4.954196310386875,4.523561956057013,4.169925001442312,7.721099188707185,4.392317422778761,5.087462841250339,7.636624620543649,4.392317422778761,4.700439718141092,3.9068905956085187,4.700439718141092,5.906890595608519,3.700439718141092,5.807354922057604,4.169925001442312,5.614709844115208,6.392317422778761
PPARG,adipose_metabolism_resolution,repair,Adipose metabolism and anti-inflammatory transcriptional regulator,5.807354922057604,5.426264754702098,5.357552004618084,6.392317422778761,4.807354922057604,5.087462841250339,6.044394119358453,6.321928094887363,5.357552004618084,7.312882955284356,5.044394119358453,7.357552004618084,5.0,6.129283016944966,6.954196310386875,5.087462841250339,4.807354922057604,5.906890595608519,5.20945336562895,6.794415866350106,5.78135971352466,6.754887502163468,5.727920454563199,6.870364719583405,6.0
ADIPOQ,adipose_metabolism_resolution,repair,Adipocyte metabolic health marker often reduced in obesity inflammation,4.584962500721156,4.523561956057013,5.459431618637297,7.139551352398794,4.700439718141092,4.459431618637297,1.584962500721156,2.807354922057604,4.906890595608519,10.43149760425805,2.584962500721156,9.917372079476841,1.584962500721156,8.888743248898258,8.829722735086058,2.0,5.044394119358453,2.807354922057604,2.0,4.754887502163468,4.392317422778761,7.6865005271832185,4.954196310386875,8.810571634741146,6.087462841250339
INSR,insulin_metabolism,repair,Insulin signalling receptor and metabolic health marker,10.532355925288847,11.31628153174622,11.237807473723135,11.03342300153745,10.978710459106358,10.504818987632841,10.888743248898258,11.658211482751796,10.46454575033394,10.432541900388259,10.72451385311995,11.379919817646538,10.149747119504681,10.646558710154547,11.004922678569045,10.690871009292314,10.144658242831882,10.568906154502084,10.456354415108288,12.125413470483315,10.794415866350105,11.611024797307353,10.536247215688128,11.430452551665532,11.36139553316589
IRS1,insulin_metabolism,repair,Insulin signalling adaptor relevant to skeletal muscle and adipose metabolism,10.437752072323603,11.187352073200497,11.167418145831737,11.3292357417338,11.354800344350597,11.094737505048093,11.915505962231931,12.796242448203165,11.90613899619538,10.618385502258606,11.35149140932002,11.619302955415687,10.632086412835182,11.723234300893377,11.271463027904375,12.032734528586714,10.839991070539886,12.127349541059118,11.29232163280204,13.742625227929604,11.430452551665532,12.141149198437516,11.880348808156027,12.223700075986306,12.558420713268664
SLC2A4,insulin_metabolism,repair,GLUT4 glucose transport and exercise/metabolic adaptation marker,13.443073042388653,13.420355022089067,12.921283086307383,12.821574700936907,13.076481601207021,12.54978466794786,11.914011328541255,13.994618613781007,13.079318104254002,12.94452905919877,12.971363924361935,13.650490833168954,13.233170262382705,13.465821455643775,13.133944913718192,12.841760886800547,12.638662165859655,12.809366207816078,13.263562639820615,14.860892982338823,13.083645526864412,13.905104907241597,12.804332726187615,14.021587298124501,13.957827560833744
AKT2,insulin_metabolism,repair,Insulin signalling kinase relevant to glucose metabolism,12.868243817704636,12.782588759494963,12.963076692298594,12.798471801101618,12.931660898852277,12.914011328541255,12.624795455860237,13.643405277115674,12.928148216169037,12.722807531169547,12.923327485419192,13.576720525080246,12.853504501021279,13.005098178239706,13.025831668332026,12.723020931812032,12.743361806865865,12.668441828052998,13.182083929510725,14.304137383049236,13.332596057789214,13.976385117888592,12.924441392339197,14.062636455734644,13.527965641133955
MTOR,nutrient_sensing,both,Nutrient-sensing kinase; context-dependent growth/adaptation signal,10.703038388986418,11.247334178028728,11.07815080773465,10.4655664048094,10.710806433699352,10.834471049984222,10.777255315191923,11.841957399099547,10.970105890612182,11.046441948007311,11.279610581052484,11.4983506079296,10.44190670454224,10.846273911349906,10.963618617443972,10.809768128710413,10.237209960755022,10.684748620421626,10.982280604558284,12.638888382252262,11.360298426618046,12.007027266893969,11.10459875356437,11.700439718141093,11.2940463132715
FOXO3,stress_repair,repair,Stress resistance and mitochondrial/autophagy-related transcription factor,11.227615943414223,11.30149619498255,10.041659151637214,9.782998208920414,10.58777751632821,10.88264304936184,11.074141462752506,10.698704666770345,9.968666793195208,10.556506054671928,10.325305455089682,11.154818109052105,10.742309436084,10.407267764244732,10.026523442519766,9.86573327085176,9.978710459106358,10.338736382573916,10.389093521904474,12.418116141207488,10.113742166049189,11.068778277985412,10.664447284547972,11.654636028527968,11.742309436084
ATM,dna_damage_repair,repair,DNA damage response kinase linked to repair signalling,8.262094845370179,8.672425341971495,8.43879185257826,8.977279923499916,8.471675214392045,8.294620748891626,9.25502856981873,9.29920801838728,8.174925682500678,8.303780748177102,8.515699838284043,9.312882955284355,8.257387842692651,8.539158811108031,9.129283016944967,8.238404739325079,7.807354922057604,8.562242424221072,7.977279923499917,10.094077685671905,8.247927513443585,9.364134655008051,8.800899899920305,9.308339030139408,9.63662462054365
XRCC1,dna_damage_repair,repair,Base excision repair marker,8.257387842692651,8.294620748891626,8.731319031025064,8.83605035505807,8.348728154231077,8.50382573799575,8.64745842645492,9.269126679149418,8.64745842645492,8.330916878114618,8.717676423066395,9.405141463136344,7.9886846867721655,8.49585502688717,8.804131021183318,8.417852514885897,8.098032082960527,8.422064766172813,8.57742882803575,10.172427508645482,8.573647187493322,9.228818690495881,8.59618975614441,9.505811553919594,9.35974956032233
OGG1,dna_damage_repair,repair,Oxidative DNA damage repair enzyme,7.515699838284043,7.900866807980749,7.7615512324444795,8.03342300153745,7.409390936137702,7.475733430966398,7.971543553950772,8.447083226209653,7.714245517666122,7.199672344836364,7.7615512324444795,8.569855608330949,7.1799090900149345,7.523561956057013,8.550746785383243,7.741466986401147,6.94251450533924,7.426264754702098,7.348728154231077,9.18239435340453,7.693486957499325,8.422064766172813,7.523561956057013,8.519636252843213,8.751544059089099
ATG5,autophagy_repair,repair,Autophagy machinery marker relevant to exercise adaptation and repair,8.936637939002571,9.240791332161956,9.247927513443585,9.184875342908283,8.96289600533726,9.027905996569885,9.211888294546004,10.08214904135387,9.084808387804362,8.731319031025064,8.768184324776927,9.753216749178955,8.939579214314692,9.216745858195306,9.113742166049189,9.066089190457772,8.43879185257826,8.957102041562287,8.731319031025064,10.659995892429977,9.022367813028454,9.802516365121223,8.873444112515376,9.828136484194108,9.78135971352466
BECN1,autophagy_repair,repair,Autophagy initiation marker,11.225207436943501,11.130570562805426,11.225809940623543,11.28424574982967,11.165535141377925,11.237209960755022,11.214926187942435,12.180219982170192,11.33706433868474,11.088125692188207,11.393926675640417,11.914011328541255,11.125413470483315,11.439311461818846,11.163649676015824,11.035486451292154,10.829722735086058,11.189824558880018,11.233020426474496,12.868822554774999,11.394462694610317,12.088125692188207,11.416269744523207,12.101975670949232,12.257682480708766
MAP1LC3B,autophagy_repair,repair,Autophagosome marker and cellular repair process indicator,12.047805554007589,11.98655314975666,12.278159031437237,12.15386865522324,11.87843414955929,12.183325224524612,12.436711542137214,12.916625922211235,12.184255495405349,11.742309436084,12.0877943047879,12.963618617443972,12.196602126523171,12.521845775161932,12.021327032624372,11.837627933171404,11.794415866350105,11.995060467032719,11.967226258835993,13.521109643651332,12.266493756312183,12.85681455250301,12.216139556425135,13.103779552451625,13.020979938904212
SQSTM1,autophagy_repair,both,Autophagy adaptor; accumulation may indicate stress or altered flux,14.223096690347695,14.144976824050111,13.968126761356267,13.813380386924727,14.22437858332084,14.374767814092825,14.272411089888779,14.747353829478062,13.723554295358676,14.018634869539612,13.977279923499916,14.768959647713142,13.777974428340022,14.119508568181148,13.69522829149575,13.476872750585825,13.622166241873131,13.584962500721156,14.100333819126542,15.467764736992525,13.986908624697694,15.13546881689126,14.086302118782553,15.029589194923844,14.691579963757867
UCP2,mitochondrial_stress,both,Mitochondrial uncoupling and metabolic stress/adaptation marker,10.671541066711884,10.478769619475763,10.430452551665532,10.7632123668144,10.294620748891626,10.477758266443889,10.139551352398794,10.393390457443987,9.995767150877802,10.007027266893969,10.494855584491198,11.668884984266247,10.787902559391432,11.076147528022505,10.696098170955864,10.51865315567339,10.076815597050832,10.084808387804362,9.364134655008051,10.702172685365548,10.594324603924848,11.51224664282918,11.417852514885897,11.731319031025064,11.216139556425135
UCP3,mitochondrial_stress,repair,Skeletal muscle mitochondrial fatty acid handling and exercise adaptation marker,13.397139806235604,13.031011907437707,12.666667840690355,13.066425600635556,14.269199747347711,14.112276591639276,13.209301046034142,13.91410478852515,12.615399743725497,13.309760544729622,13.301210371298426,14.85238320381385,13.814482330904266,13.63922764034692,12.845490050944376,13.279465491793964,13.468114886378098,13.486583659067268,12.893680738390907,14.527782422375209,13.40207940450145,15.033207889031514,13.577546844726958,14.612638163604771,13.563077075699885
