gene_symbol,module,score_group,rationale,OB_Participant_1_w0,OB_Participant_2_w0,OB_Participant_3_w0,OB_Participant_4_w0,OB_Participant_5_w0,OB_Participant_6_w0,OB_Participant_7_w0,OB_Participant_8_w0,OB_Participant_9_w0,OB_Participant_10_w0,OB_Participant_11_w0,OB_Participant_12_w0,OB_Participant_13_w0,OB_Participant_1_w52,OB_Participant_2_w52,OB_Participant_3_w52,OB_Participant_4_w52,OB_Participant_5_w52,OB_Participant_6_w52,OB_Participant_7_w52,OB_Participant_8_w52,OB_Participant_9_w52,OB_Participant_10_w52,OB_Participant_11_w52,OB_Participant_12_w52,OB_Participant_13_w52,T2D_Participant_1_w0,T2D_Participant_2_w0,T2D_Participant_3_w0,T2D_Participant_4_w0,T2D_Participant_5_w0,T2D_Participant_6_w0,T2D_Participant_7_w0,T2D_Participant_8_w0,T2D_Participant_9_w0,T2D_Participant_10_w0,T2D_Participant_11_w0,T2D_Participant_12_w0,T2D_Participant_13_w0,T2D_Participant_1_w52,T2D_Participant_2_w52,T2D_Participant_3_w52,T2D_Participant_4_w52,T2D_Participant_5_w52,T2D_Participant_6_w52,T2D_Participant_7_w52,T2D_Participant_8_w52,T2D_Participant_9_w52,T2D_Participant_10_w52,T2D_Participant_11_w52,T2D_Participant_12_w52,T2D_Participant_13_w52
PARP1,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,11.148476582178278,11.44190670454224,11.679040186393062,11.314583244274194,11.207624468226758,11.155450731312138,10.919608238603253,11.521109643651332,11.36796070964157,11.026523442519766,11.335948565202298,11.36139553316589,11.556506054671928,11.206403913973848,10.881113960675096,11.240195053979924,11.124121311829187,11.30720080914081,10.933690654952233,11.164906926675688,11.199058823653022,11.29748950116098,10.632995197142957,11.21856323619027,10.950555897047511,10.782998208920414,9.90839262077375,10.63753055152531,10.55170826162069,10.109830654278793,10.00982861736811,9.939579214314692,9.967226258835993,10.177419537989236,10.399811959325685,10.345405246717796,10.44190670454224,10.434628227636725,9.7431513941125,10.187352073200497,10.399811959325685,10.504818987632841,10.19598729802851,10.677719641641009,10.311748315004959,9.766528908598865,10.319672120946995,10.393390457443987,10.678600139099458,9.927777962082342,10.492854620174748,10.59245703726808
PARP2,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,8.622051819456376,9.005624549193879,9.068778277985412,8.820178962415188,8.985841937003341,8.459431618637296,8.29920801838728,8.475733430966399,8.867278739709661,8.326429487122303,8.885696373339394,8.721099188707186,9.060695931687555,9.025139562278508,8.741466986401146,9.047123912114026,8.980139577639157,9.13699111208023,8.857980995127573,8.991521846075695,8.912889336229961,9.310612781659529,8.861086905995395,9.184875342908283,8.413627929024173,8.707359132080883,7.546894459887636,8.43879185257826,8.038918989292302,7.870364719583405,7.651051691178929,7.554588851677638,7.965784284662087,8.357552004618084,8.487840033823051,8.005624549193879,8.08214904135387,8.400879436282183,7.400879436282184,8.118941072723507,8.686500527183219,8.174925682500678,8.169925001442312,8.661778097771988,8.588714635582264,8.383704292474052,8.290018846932618,8.405141463136344,8.562242424221072,8.184875342908283,8.74819284958946,8.654636028527968
SIRT1,sirtuin_repair,repair,NAD-dependent deacetylase linked to mitochondrial biogenesis and inflammatory restraint,8.124121311829187,8.885696373339394,8.422064766172813,8.011227255423254,8.353146825498083,7.98299357469431,7.727920454563199,8.005624549193879,8.57742882803575,7.918863237274595,8.247927513443585,8.124121311829187,7.813781191217037,8.005624549193879,7.813781191217037,8.027905996569885,8.098032082960527,8.049848549450562,7.977279923499917,8.43879185257826,8.400879436282183,8.409390936137703,7.800899899920305,8.330916878114618,7.426264754702098,7.727920454563199,6.599912842187128,7.499845887083206,7.554588851677638,7.0,6.965784284662087,6.599912842187128,6.599912842187128,7.400879436282184,7.3750394313469245,7.087462841250339,7.409390936137702,7.294620748891627,6.741466986401147,7.426264754702098,7.417852514885898,7.199672344836364,7.2761244052742375,7.22881869049588,7.129283016944966,6.599912842187128,7.6865005271832185,7.03342300153745,7.636624620543649,7.569855608330948,7.366322214245816,7.434628227636725
SIRT3,sirtuin_repair,repair,NAD-dependent mitochondrial deacetylase and oxidative metabolism regulator,9.86418614465428,9.729620743553038,9.968666793195208,9.686500527183219,9.78953364497036,9.946906274456397,9.67065624911844,9.531381460516313,9.842350343413807,9.453270634010623,9.691743519171276,9.909893083770042,9.991521846075695,9.776433032444734,9.611024797307353,10.036173612553485,9.824958740528523,9.94104760634058,9.344295907915816,9.72451385311995,9.507794640198696,9.702172685365548,9.467605550082997,9.569855608330949,9.850186837645774,9.501837184902296,8.948367231584678,9.383704292474052,9.090112419664289,8.867278739709661,8.861086905995395,8.813781191217037,8.951284714966972,8.915879378835774,8.888743248898258,9.321928094887362,9.273795599214264,9.0,8.611024797307353,8.96289600533726,8.985841937003341,8.89178370321831,9.06339508128851,8.980139577639157,9.06339508128851,9.192292814470767,9.134426320220927,9.39231742277876,9.330916878114618,8.741466986401146,9.044394119358454,9.118941072723507
SIRT6,sirtuin_repair,repair,NAD-dependent chromatin and DNA repair regulator,7.409390936137702,7.087462841250339,6.954196310386875,7.22881869049588,7.05528243550119,6.882643049361842,7.266786540694901,6.870364719583405,7.392317422778761,7.22881869049588,7.584962500721156,7.357552004618084,7.330916878114617,7.483815777264256,7.451211111832329,7.515699838284043,8.038918989292302,7.507794640198696,6.832890014164741,7.643856189774724,7.366322214245816,8.118941072723507,7.546894459887636,7.714245517666122,7.330916878114617,7.467605550082998,6.285402218862249,7.20945336562895,7.022367813028454,6.807354922057604,6.087462841250339,7.108524456778169,7.05528243550119,7.169925001442312,6.3750394313469245,7.03342300153745,6.539158811108031,6.807354922057604,6.584962500721156,6.523561956057013,7.321928094887363,6.906890595608519,6.845490050944375,6.714245517666122,7.20945336562895,7.672425341971495,6.94251450533924,6.614709844115208,7.169925001442312,6.643856189774724,6.906890595608519,7.247927513443585
PRKAA1,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha1; energy stress and exercise adaptation,8.888743248898258,9.403012023574997,9.194756854422248,8.873444112515376,8.791162888555018,8.977279923499916,8.400879436282183,8.848622940429339,9.076815597050832,8.535275376620802,8.832890014164741,8.807354922057604,8.848622940429339,9.022367813028454,8.554588851677638,9.346513733165635,9.154818109052105,9.321928094887362,9.121533517340032,9.422064766172813,9.257387842692651,9.252665432450248,8.751544059089099,9.493855449240822,8.64745842645492,9.113742166049189,7.948367231584678,8.761551232444479,8.569855608330949,8.46352437327118,8.519636252843213,8.290018846932618,8.39231742277876,8.204571144249204,8.164906926675688,8.49585502688717,8.426264754702098,8.558420713268664,8.523561956057012,8.731319031025064,9.471675214392045,8.527477006060396,8.968666793195208,9.06339508128851,9.364134655008051,8.693486957499326,8.96289600533726,8.744833837499545,9.204571144249204,8.388017285345136,8.643856189774725,8.73809225962049
PRKAA2,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha2; skeletal-muscle energy adaptation,11.563672959827514,11.798876768133299,11.877284133523196,11.253256579781153,11.113742166049189,11.442943495848729,10.67065624911844,11.201511344500146,11.607792641919211,11.233619676759702,11.394462694610317,11.27029532647204,11.427312844134963,11.28886607416582,10.862637357558794,11.583552930466485,11.335948565202298,11.044394119358454,11.1767964781476,11.857980995127573,11.525031345124,11.276124405274238,10.655530723155643,11.590119174107175,10.742309436084,11.337621901992508,9.972979786066292,10.466586337719244,10.661778097771988,10.184875342908283,10.127994320976393,9.970105890612182,10.103287808412022,10.247927513443585,10.122827994807666,10.449148645375436,10.481799431665753,10.747353829478062,10.045759661382682,10.304921669581672,10.861862340059151,10.306061689428342,10.791162888555018,10.707359132080883,10.902375114486025,10.321928094887362,10.685624839726355,10.071462362556623,10.426264754702098,10.527477006060396,10.336506559810255,10.684748620421626
PPARGC1A,ampk_mitochondria_repair,repair,PGC-1alpha mitochondrial biogenesis and endurance adaptation regulator,10.95637615724967,10.593391122791736,10.831307243802051,10.098032082960527,10.852529509404196,11.00842862207058,9.909893083770042,10.707359132080883,11.084808387804362,10.326429487122303,10.568906154502084,10.30720080914081,10.977995368612962,10.586839787961827,10.210671343785622,10.642051692927977,10.508785162064513,10.620219825507487,10.457380879072534,10.508785162064513,10.298062567719017,9.94104760634058,10.098032082960527,9.984418458801137,10.060695931687555,10.07815080773465,9.854868383260236,9.851749041416058,9.693486957499326,9.642051692927977,9.445014845868423,8.894817763307943,9.509775004326936,10.002815015607053,9.409390936137703,9.43879185257826,9.778077129535358,9.73640193131829,8.92481250360578,9.871905237659186,9.144658242831882,9.442943495848729,9.355351096424812,9.614709844115207,9.157346935362844,8.714245517666123,9.632995197142957,9.915879378835774,9.909893083770042,9.638435913990472,9.566054038171092,9.319672120946995
TFAM,mitochondrial_biogenesis,repair,Mitochondrial transcription factor and mtDNA maintenance marker,7.882643049361842,8.174925682500678,8.491853096329674,7.918863237274595,8.022367813028454,7.6293566200796095,7.199672344836364,7.807354922057604,8.184875342908283,7.672425341971495,7.491853096329675,7.994353436858858,7.679480099505446,7.6653359171851765,7.409390936137702,8.011227255423254,7.658211482751795,7.531381460516312,7.400879436282184,7.98299357469431,7.599912842187128,8.044394119358454,7.303780748177103,7.294620748891627,7.622051819456376,7.531381460516312,6.832890014164741,7.366322214245816,7.22881869049588,6.94251450533924,6.20945336562895,6.554588851677638,6.303780748177103,6.442943495848728,7.339850002884624,7.467605550082998,6.965784284662087,7.467605550082998,6.643856189774724,7.339850002884624,7.022367813028454,7.1799090900149345,7.1799090900149345,6.754887502163468,6.930737337562887,6.554588851677638,7.285402218862249,7.087462841250339,7.383704292474052,6.754887502163468,7.139551352398794,7.189824558880018
NRF1,mitochondrial_biogenesis,repair,Nuclear respiratory factor involved in mitochondrial biogenesis,7.870364719583405,8.174925682500678,8.483815777264256,8.353146825498083,8.430452551665532,8.08214904135387,7.693486957499325,8.144658242831882,8.388017285345136,7.888743248898259,7.727920454563199,8.361943773735241,8.823367240046235,8.430452551665532,8.087462841250339,8.280770770130603,8.459431618637296,8.361943773735241,7.774787059601174,8.092757140919852,7.727920454563199,8.383704292474052,7.807354922057604,8.204571144249204,7.741466986401147,8.129283016944967,6.303780748177103,7.459431618637297,7.266786540694901,7.139551352398794,6.78135971352466,7.076815597050831,7.383704292474052,7.330916878114617,6.845490050944375,7.426264754702098,7.658211482751795,7.312882955284356,6.741466986401147,7.118941072723508,8.08214904135387,7.159871336778389,7.189824558880018,7.400879436282184,7.515699838284043,7.569855608330948,7.734709620225838,7.900866807980749,7.864186144654281,7.022367813028454,7.930737337562887,7.994353436858858
NFE2L2,oxidative_stress_repair,repair,NRF2 antioxidant and stress-adaptation regulator,9.893301530860564,10.458406613236532,10.265615046484458,10.406205005418855,9.879583249612784,9.569855608330949,9.712527000439824,9.967226258835993,10.199672344836364,9.86573327085176,10.222794902868111,9.935165049603695,10.161131882984307,9.7714894695006,9.612868497291041,9.929258408636972,10.090112419664289,9.967226258835993,9.753216749178955,10.20945336562895,10.144658242831882,10.599912842187127,9.353146825498083,9.932214751968385,9.30149619498255,9.665335917185176,8.614709844115207,9.4655664048094,9.278449458220482,9.266786540694902,9.211888294546004,8.98299357469431,8.625708843064466,9.18239435340453,9.002815015607053,9.079484783826816,9.64745842645492,9.38586240064146,8.954196310386875,9.014020470314934,9.703903573444663,9.027905996569885,9.079484783826816,9.550746785383243,9.287712379549449,8.710806433699352,9.287712379549449,9.06339508128851,9.03342300153745,8.991521846075695,9.187352073200497,9.312882955284355
SOD2,oxidative_stress_repair,repair,Mitochondrial antioxidant defense marker,12.133784409179908,12.175237650291036,12.18750672775828,11.538431462950005,11.51298730941902,11.919980595048962,11.105908508571158,11.762797262498232,11.993999791792524,11.562242424221072,11.689124404913258,11.603394530887375,11.8317030992143,11.407798850221974,11.221285017810473,11.830911279742782,11.267371931265274,11.543998450134541,11.378023850925485,11.33119687715303,11.580494128777294,11.182083929510725,11.359200485133632,11.433324626715926,11.376939321619846,11.485577770903188,10.518161355756956,11.058330026205653,11.075144844066317,10.956013078088098,10.546412195119352,10.667111542075027,10.520127550324851,10.61654884377899,10.868050853745158,11.179287104646004,11.356176830516356,10.663558104217273,11.010178404020541,10.749869427396844,10.60130652612184,10.945077995107816,10.981210488271694,11.073806847178492,10.73047013718422,10.483311954999353,11.083146870816742,11.11504365016171,11.26707926567123,10.889884170302828,10.722807531169547,11.483311954999353
CAT,oxidative_stress_repair,repair,Antioxidant enzyme relevant to oxidative stress resolution,11.699572453287269,11.720244258287567,11.90651484484695,11.963979787815338,12.27873982655011,11.458919206967591,11.632086412835182,11.38586240064146,11.830119025444516,12.049508251055096,12.014369242235137,11.888362741170644,12.005975356500382,11.614249727689401,11.488844346457336,12.065752701816972,11.834866038362017,11.637983303777853,11.375039431346925,12.100333819126542,11.57553924683453,11.812177305514448,11.128638812852598,11.828929827651486,11.457380879072534,11.711666973564347,10.685624839726355,10.832098846039134,11.11829223302699,11.13249972962851,11.262094845370179,10.705632387361415,10.7431513941125,10.889503963411476,10.916625922211235,11.269711121142782,11.4993476328766,11.335948565202298,10.508785162064513,10.49585502688717,10.758223214726724,10.987264012072538,10.822570830950168,11.06406908038551,11.214926187942435,10.111135670234708,10.980139577639157,11.347067657165871,10.866506212226202,10.667998535672528,11.085472459181283,10.576484346796851
GPX1,oxidative_stress_repair,repair,Glutathione peroxidase and oxidative damage protection marker,11.289442575688332,10.843921051289035,11.262682142362165,11.39231742277876,11.41204051455165,11.308907804063939,11.011926066306808,11.355901638328417,11.072132604167233,11.429406741513981,11.49585502688717,11.508785162064513,11.63390340934852,11.25502856981873,11.484822894262146,11.187970591984199,11.570330101030798,11.373408960228696,11.156083076288681,11.469133019829592,11.55026580686874,11.915505962231931,11.683871868622603,11.584492796975875,11.629811944382233,11.507794640198696,9.823367240046235,10.573647187493322,10.396604781181859,9.715961990255144,9.894817763307943,10.257387842692651,10.092757140919852,10.460455896309636,10.178664851006472,10.249113452713729,10.237209960755022,10.167418145831737,9.784634845557521,9.893301530860564,10.096715154488535,10.072802534544207,9.850186837645774,9.912889336229961,10.037546953962178,10.53818893205242,10.490850876740298,10.037546953962178,10.586839787961827,9.696967526234287,10.249113452713729,10.153552031708111
NFKB1,nfkb_inflammation,inflammatory,NF-kB transcription factor subunit linked to chronic inflammatory signalling,8.375039431346925,8.294620748891626,8.661778097771988,8.832890014164741,8.487840033823051,8.066089190457772,7.960001932068081,8.312882955284355,8.59618975614441,8.159871336778389,8.686500527183219,8.413627929024173,8.62935662007961,8.049848549450562,7.78135971352466,8.271463027904375,8.308339030139408,8.39231742277876,8.144658242831882,8.31741261376487,8.357552004618084,8.50382573799575,7.741466986401147,8.550746785383243,7.700439718141092,8.016808287686555,6.954196310386875,7.523561956057013,7.434628227636725,7.330916878114617,7.22881869049588,7.499845887083206,7.044394119358453,7.483815777264256,7.3750394313469245,7.721099188707185,7.832890014164741,7.807354922057604,7.076815597050831,7.0,8.169925001442312,7.569855608330948,7.499845887083206,7.622051819456376,7.475733430966398,7.499845887083206,8.038918989292302,7.483815777264256,7.94251450533924,7.434628227636725,7.924812503605781,7.714245517666122
RELA,nfkb_inflammation,inflammatory,NF-kB p65 subunit and inflammatory transcriptional activation,10.88340698638837,10.344295907915816,10.55170826162069,10.881113960675096,10.884170519108435,10.27262978497637,10.368506461507693,10.352043425795433,10.715104009236168,10.581200581924957,10.720244258287567,10.67595703294175,10.783816759320182,10.522581531254831,10.57553924683453,10.766528908598865,10.961449694398196,10.774787059601174,10.61194694181998,10.900112062977456,10.751544059089099,11.151650829973422,10.569855608330949,11.090112419664289,10.356451970221755,10.451211111832329,9.707359132080883,10.198445041452363,9.914385132155443,10.13699111208023,9.936637939002571,9.627533884472792,10.26795708440284,9.94982671075911,9.876516946565,10.189824558880018,10.072802534544207,10.011227255423254,9.774787059601174,9.828136484194108,10.562242424221072,10.108524456778168,10.517669388133811,10.497851836951117,10.130570562805426,10.19598729802851,10.29117069932186,9.804131021183318,10.11504365016171,9.802516365121223,10.427312844134963,10.234817431117325
TNF,nfkb_inflammation,inflammatory,Canonical inflammatory cytokine relevant to obesity inflammation,1.584962500721156,2.0,1.0,2.0,0.0,2.321928094887362,1.0,1.584962500721156,1.0,1.584962500721156,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.321928094887362,2.0,2.584962500721156,1.0,2.0,1.0,2.321928094887362,2.321928094887362,1.584962500721156,1.0,1.0,0.0,1.584962500721156,0.0,2.807354922057604,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,1.0,1.0,0.0,1.584962500721156,1.0
