gene_symbol,module,score_group,rationale,1_TPM,2_TPM,3_TPM,4_TPM,5_TPM,6_TPM,7_TPM,8_TPM,9_TPM,10_TPM,12_TPM,13_TPM,14_TPM,15_TPM,16_TPM,17_TPM,18_TPM,19_TPM,20_TPM,21_TPM,22_TPM,23_TPM,24_TPM,25_TPM,26_TPM,27_TPM,28_TPM,29_TPM,30_TPM,31_TPM,32_TPM,33_TPM,34_TPM,36_TPM,37_TPM,38_TPM,39_TPM,40_TPM,41_TPM,43_TPM
BST1,nad_consumption_inflammation,inflammatory,CD38 paralogue and immune ectoenzyme with NAD-related activity,3.290428532586001,3.912326323896375,3.4255001250453048,4.455133269596307,2.6133960992217165,4.48748924348244,4.712438847188163,4.532778685013751,4.556795162480454,2.0975386600709487,4.384921102797795,4.005642243150622,4.105744445703025,4.019518942069541,4.1531985471212876,3.368578677390874,4.746269764442091,4.623845972582,4.160648205496896,2.5502505668486344,3.995915454000894,2.785936125585504,3.8479263730732294,4.063113223955183,4.421714573596225,3.718026739535582,4.547132862902833,4.0421647016543,3.798204006865169,4.473781652455442,3.9048909816780224,4.2059485878951195,3.012017769891903,3.9548110467165665,3.130793675521495,2.5614327000807275,3.0939273946906707,2.275640025205176,2.6216046172162146,4.270717377441902
PARP1,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,6.858029772319804,6.56401641285945,6.452846382250138,5.815851748175113,6.943741833907171,5.885394577554364,5.581942305623554,5.567288821989633,5.555069219839922,6.590925757193133,5.543219721948154,5.721507898961851,5.578460220382158,5.6043162407003955,5.45859648278766,6.8375434313386565,5.502885319006576,5.284539044096566,5.395036982999381,7.350372040120101,5.545342550878809,7.133617927847794,6.278221582689208,5.722459658018701,5.3526512650938844,5.546088794529804,5.499497876633578,6.317090590003241,5.732803190928335,5.9859361558560495,6.406420426124236,5.365046727860272,6.585135733949646,6.512446435095927,6.899949952624933,7.121129547617853,6.8587944208990805,6.926150288568927,6.686185242858299,5.691099085451046
PARP2,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,4.25565285014489,3.982360794209008,3.4457971415865236,4.521528393463884,3.909545019351951,4.4909168361720875,4.427151303536781,3.987460307582304,4.6147529476659885,4.2627959657473165,4.225834112640919,4.7229881964959874,4.547600112332379,4.691192545208825,4.436036944287891,4.161837791668985,4.620877500521866,4.716163274199759,4.220896859784753,4.574938658172366,4.485092070204746,4.31888115375145,4.313347954407993,4.379226828476957,4.076379260092993,4.184465420469189,4.278964852005971,4.47332104458564,3.929159443761324,3.9146840096668827,4.5096677224057,4.474112617465751,4.11258654731593,4.402315338415523,4.276124330812556,3.9484558231899745,4.163092595111437,4.102541485006126,4.503731876303143,4.044154524651431
SIRT1,sirtuin_repair,repair,NAD-dependent deacetylase linked to mitochondrial biogenesis and inflammatory restraint,4.187946489561729,2.774029017391538,3.110468651803545,3.8381103023570633,3.7256543522861914,4.058774257814757,3.9533653580177885,2.356395696314484,3.983486265001434,4.3772269835265964,3.8478589422451415,3.851277808992944,3.690193354289814,3.917720456469004,3.760204762638008,4.416989744680181,3.5827284417314975,3.7328821875101323,3.0362933760026527,4.285952853352155,3.7100283392719415,4.526038379498104,4.134037387041153,3.762727672684073,3.7331346654345365,3.5430528610160734,3.5899598670715376,4.0638665039634585,2.5258288434736427,2.732046861869898,4.282678652830051,3.576980148095651,4.242089888500129,4.2591924020561835,4.16601858994166,4.142260255721279,4.439755035074204,4.382722718669351,4.405334218148597,3.5197914737618716
SIRT3,sirtuin_repair,repair,NAD-dependent mitochondrial deacetylase and oxidative metabolism regulator,4.278819335466636,4.209192253190447,4.18190630720135,4.309528012540065,4.200905822172814,4.148466576068369,4.116004204243854,4.585425952167777,4.298935685141156,4.220717975277167,4.208847696511794,4.376804140810001,4.253597689251731,4.363767029617547,4.218273035808152,4.267063586485208,4.269778321469637,4.235300390909307,4.154971259453293,4.246125829569078,4.271454735885747,4.189096782734058,4.310179917303567,4.323353998992041,4.12518762259831,4.22628887201558,4.213688199673957,4.1245264092216285,4.523718385899078,4.345647377382387,4.302648135074702,4.125501915181689,4.2772341275452295,4.32763412429802,4.104117303166595,4.152689896235262,4.126966250496118,4.319009747055959,4.249990155193339,3.98950599393522
SIRT6,sirtuin_repair,repair,NAD-dependent chromatin and DNA repair regulator,4.286453153761998,4.536629054788033,4.604423234268254,3.454125740232812,4.815723891757084,4.053557460025813,3.901205288513259,4.396650398734697,3.824103571811498,4.3054341880408735,3.8095924548239686,3.8421155704839345,3.686431276159218,3.5760701516717015,3.822206400467848,4.586090067155668,3.7701297243556557,3.9688198432140265,3.7709783810207265,4.772197424637732,4.013913042740301,4.715399102450732,4.3895213138400555,3.653616115872087,4.064968707315315,3.4133999228836367,3.781694589752204,4.205843988370466,3.2870598476122006,3.8821958913235775,4.2957776754962005,3.496197716174627,4.85849524911894,4.046261681038264,4.239514824256007,4.5693409451866644,4.498072817759483,4.615699782056489,4.697124093604909,3.7418725019914385
PRKAA1,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha1; energy stress and exercise adaptation,5.306655601975079,3.317306818279617,3.4326099121478606,4.844183305955878,4.239823347817913,5.09306551705352,4.774546511323072,3.0624491830963247,4.931987305054251,5.354820368973032,4.670611838210122,4.810202566067741,4.77108321276852,4.844771485166073,4.674248378532639,5.3119195667034615,4.5771427986100095,4.7477719775480205,3.571879792225997,5.223014977359336,4.617826935335562,5.328724215948904,5.0708161908303,4.968843706865139,4.166659374771146,4.683346067023327,4.528007632573012,4.628841937907361,2.8469646096185346,3.301828173270509,5.119924676121874,4.628252463088136,4.943227231734471,5.144868993458171,5.2743138135537375,4.534473839956441,5.230142477018326,5.053973393324473,5.161191192281311,4.507821908462649
PRKAA2,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha2; skeletal-muscle energy adaptation,0.5226594248766139,0.30924604995357186,0.1878817395166888,1.2752216473295015,0.3309598894995203,0.8633192269893654,0.8331507893617239,0.17404202330142882,0.5211361901739577,0.4378722260302659,0.55197170193919,0.8001440661744713,0.5999747131425857,0.7716075741805872,0.91236857900204,0.27951289696138765,0.43758890021614055,1.6866143695389766,0.31456428463315894,0.2550692197171112,1.5725002094314542,0.5110591080906527,0.9457545120292389,1.006526395132695,1.4619611983373846,0.6633291333693515,0.9170795840637546,0.6249964214335553,0.2611492554454036,0.3021798201374951,0.9911733350272852,0.22887408892180813,0.4633734423099684,1.2362201261055947,0.5344869753284436,0.3521856263521792,0.699943345666065,0.24798461266472133,0.7530901743022175,0.7974355529358284
PPARGC1A,ampk_mitochondria_repair,repair,PGC-1alpha mitochondrial biogenesis and endurance adaptation regulator,0.5117078781426299,0.45657277640412836,0.5837799680739327,1.678889050561609,0.6743648302865005,1.1154441460314868,1.0006425775171996,0.4692233302213362,1.283481490587552,0.5749550015598975,1.275942707334836,1.4834267935898824,1.2614399481686573,1.306033537227688,1.5844040696769541,0.5274987753432744,1.3095656276401293,1.6445660518975025,1.1501833570357787,0.3125583033008627,1.9181068283522047,0.2480186281478392,1.003302873385069,1.9212215101663863,1.5735674546161136,1.6661243939233321,1.5364075606308667,0.565813563881662,0.9910274470006605,1.0079181034471982,1.6264550237779016,1.0760254250149281,0.3127755204082139,1.7418505035377558,0.7791941513874384,0.3584716582452546,0.8536252480420924,0.34582213754306346,0.8780567018948965,1.1905339532463746
TFAM,mitochondrial_biogenesis,repair,Mitochondrial transcription factor and mtDNA maintenance marker,3.9436562925367444,2.367983801311103,2.5992573230348244,3.582257558264719,3.3839686874658734,3.776682003345318,3.219658914690282,1.9917052295869488,3.4329265455148033,4.093007820431918,3.2604519259306968,3.7690542325753924,3.4598675089920814,3.464630369625093,3.499251342352399,4.138291134972471,3.0645957667080417,3.364908835158388,2.749746633910417,4.106419095597047,3.2927643778972606,4.2903261220789615,3.7852883528764862,3.540256331001627,2.9355219803667527,3.1768210866382707,3.2543093759349766,3.7455798374066593,1.8924193937794132,2.259027471754091,4.047743750544998,3.1966698301763605,3.9681429278042013,4.091167504160979,4.032906798813941,3.745057333667762,4.085758266401067,4.183928148150697,3.9073024743327722,3.2298993451451254
NRF1,mitochondrial_biogenesis,repair,Nuclear respiratory factor involved in mitochondrial biogenesis,4.051938974708673,3.8177599489487495,3.961799996682311,3.334106848373924,4.236589585659218,3.4918306542322664,3.202944706621472,3.5137384585565568,3.290486038538801,3.8732050913647433,3.3583502626587505,3.4033054937282436,3.2077969810582485,3.404998871857942,3.399117897732846,4.257288340450486,3.2185896221934853,3.362348548576098,3.107432948354362,4.226778547456496,3.619893515883346,4.242295490927668,3.940497827450848,3.2495465234042786,3.276750492127867,3.1943436625459207,3.4210324535691217,3.789386844504034,3.0863438944590773,3.339231898307062,3.8563014172749597,3.1216159014219644,3.8877570581212777,3.8899417096880295,4.03080580485034,4.113302353068031,4.1383387335248445,4.226596383562445,4.133617773737075,3.2647632510665296
NFE2L2,oxidative_stress_repair,repair,NRF2 antioxidant and stress-adaptation regulator,6.0921423901668845,4.9546120724147045,4.727322401579466,6.377519724291566,5.047232909197625,6.308935481706615,6.272842611697992,5.448832943381764,6.513522864776473,5.959728918206997,6.279452296072568,6.221868286486408,6.3487524585698045,6.255332736259009,6.296359554087608,6.038025668088854,6.283767644548229,6.52822624658539,5.634804488162747,6.071667950721929,6.227965516964754,6.105671562455834,5.791801050389703,6.296799025007138,5.835372198477297,6.050892269274743,6.159661797851718,5.960153887942853,4.858568152006858,5.3965628953267055,6.177418780511848,6.225899533119098,5.799084637292993,6.087536056165852,5.7752288650625765,5.196052236292619,6.065963648994384,5.690844672230651,5.885124599003244,5.843989746427176
SOD2,oxidative_stress_repair,repair,Mitochondrial antioxidant defense marker,5.688296334742612,5.622258556756683,4.601261622178345,6.118767087741689,5.414482834219537,6.247066803050251,6.025853478118101,6.056479267340264,6.15655455441896,5.567852364913902,6.202881899262167,6.172100067226956,6.287204997213106,6.231919708064766,6.293655308894652,5.333325296486614,5.4981711660007155,5.915793161042879,6.34242274009537,5.135316552864543,5.470552808183786,5.226839764464365,4.964738009165462,5.801088615378552,6.09780470894228,5.965487913119543,6.773468189413943,5.940490498155869,6.224507233331098,6.203680369460557,7.132240445356043,5.9683347450712985,6.384078498038394,5.659183074881957,6.340307051075528,5.094880281913471,4.914457178397306,5.674969906012187,5.2841965099349055,6.827207324336077
CAT,oxidative_stress_repair,repair,Antioxidant enzyme relevant to oxidative stress resolution,6.939820943913857,7.660386483562415,6.855328651072992,8.606381377957298,6.70452752692244,8.384002830345922,8.575265475621402,7.591959984324363,8.656176716268293,6.937671409906899,8.88743315891186,8.318381584889929,9.035615318961998,8.824369030164396,8.397874226534011,7.235293947019165,8.78526147702393,7.9349363046239825,8.666230288500802,6.816952772923374,8.312739236645564,6.995437313937566,7.279648547922311,8.731722267336131,8.071734357333217,8.792640086801743,8.521854998960627,8.062165570111798,8.969053674430116,8.81897052491489,8.491872664752199,8.80959534538549,6.789101169403127,7.800318836152524,6.767355741685707,6.900663609089561,7.251970065632608,6.548147640584776,6.935074647706428,8.624598252741556
GPX1,oxidative_stress_repair,repair,Glutathione peroxidase and oxidative damage protection marker,8.72827560644746,9.431005374290546,9.224725860421067,9.785267477455399,8.963127974362777,9.228360412962822,9.756831394059548,10.349995076186511,9.629756153025196,8.385797902752385,10.091450429415469,9.273001357637144,9.775847149699255,9.6434491931847,9.581813527404131,8.89523016965728,9.819322708246146,9.434722725236643,10.44928349390848,8.513310306624565,9.688595386745003,8.644653372282916,8.77300634075438,9.771004441060601,9.665462715978673,9.829038150233515,9.911975952892746,9.61518874121613,9.816052389409544,10.440650561992607,9.511605829348605,9.868875860986194,8.863485137268915,9.369323703345449,8.62608175527319,8.719670373995566,9.013129296056624,8.619794932334901,8.707173343795002,9.922278322674183
NFKB1,nfkb_inflammation,inflammatory,NF-kB transcription factor subunit linked to chronic inflammatory signalling,5.868728145425711,5.5997154323044,5.221562645989566,4.768323452107461,5.827903399490216,5.041821819335541,4.651890306374197,4.495728351902155,4.8979335272786475,5.649600457256103,4.717781526939177,4.8279020787897045,4.553482463668047,4.523841059185166,4.790606806461119,5.979358311039231,4.544086698241021,4.655319024102357,4.42467644645402,5.966752965706343,4.922423846572903,6.194777002773387,5.399406042531593,4.68440550218426,4.604807135887167,4.541506662018,4.718964171418508,5.3667493286451,4.536799550420963,4.98425948869092,5.406597654209711,4.31405159108687,5.698800246056859,5.717548994226509,5.789429415046974,6.024366181245182,5.860905158408619,5.982189341761242,5.75943164028487,4.787879737211539
RELA,nfkb_inflammation,inflammatory,NF-kB p65 subunit and inflammatory transcriptional activation,6.198562495376117,6.240186198584427,6.4834904491233685,5.789346959565148,6.428268909410398,5.7713064303998705,5.801526475738114,6.253826367842052,5.771352707413562,6.315301533228331,5.7488331298814925,5.93849467580366,5.604999078036394,5.665074133121594,5.964915636208402,6.358058671068485,5.6389542787499405,5.76365260551608,5.756023497741304,6.295221373090045,5.9774106990230065,6.516075378894826,6.16020281589063,5.690984842429597,5.77072099839644,5.487530339557318,5.668664656921657,5.96764556815737,5.632560651557245,6.065482355753911,6.096280198718852,5.604328844290726,6.160483474563327,6.101417304253913,6.079899644333027,6.242007585953669,6.235470391974286,6.355658474458645,6.318878912844647,5.6544523255971475
TNF,nfkb_inflammation,inflammatory,Canonical inflammatory cytokine relevant to obesity inflammation,3.570850269359664,3.1142489057074467,4.176923983073237,1.0964609015514275,3.7923741655974514,2.018512757626033,1.1354311128138261,0.9709463960407323,1.0166532035601137,4.57991157033725,1.536769592385032,1.7103539556221055,0.6190927413599427,0.40129733048127186,1.6235892497586448,3.6026334885763434,0.7151307584938564,1.4506443428819218,0.9619351685807557,4.326414673579413,1.8148744038782478,3.872426422944257,4.0150318439969945,1.1815688460468308,0.8444121684572332,0.4481662050650156,0.9938851808759903,3.6000761995601933,0.5497578734162256,1.508901697807635,3.274030811582039,0.946200839010391,3.874967581296757,2.8119302770021553,3.240261200538081,4.58966600591632,3.7390373308363998,4.050310050935161,4.660844097519883,1.2900728294508268
IL6,nfkb_inflammation,inflammatory,Exercise-responsive and inflammation-associated cytokine with context dependence,2.106601924744158,1.8730741445383565,2.4040619404832557,0.8357519104563255,2.1526932218633053,1.9258938701633883,2.0096660636365393,1.3836241213244893,1.2437135552551573,2.44791953193301,1.4634147733285425,1.392666375374182,0.7252228709140354,0.9017276770426369,1.3794596062776139,1.921360156934695,2.0853400093149235,1.353979271805418,1.0600397723091177,2.13614379888245,2.6911515543424995,2.526856318206168,2.0850234741469613,1.3828310163099706,5.170032037428685,1.8566893542815832,1.5812283055110627,1.7298007208526043,0.6737092782509303,1.4232662031914391,2.017839974841261,1.6450038875647126,2.4881319189675057,1.6536589896391911,2.5256199033766222,1.8545977419392703,2.4855450717929197,2.7526306451961315,1.684768477939184,0.7441430079371091
IL1B,nfkb_inflammation,inflammatory,Inflammasome-related inflammatory cytokine,1.8077559355406794,1.8369118003097402,2.232034122725422,0.7747503791075361,1.568953383708596,0.9865725808579757,1.151891280246564,1.0826147171262412,0.5329303172279828,2.736032229289099,0.6691755641168193,0.902099055439703,0.4431589222233987,0.790642773266917,0.9564879091471933,1.8511505548430682,0.9370844576180339,0.4451334027931265,1.122905253910496,2.285198599532027,1.1464082355676204,3.6274139990118335,2.077027262288525,1.5599205199366988,2.5694726206775473,0.5317532380122839,0.4692816886359333,1.9012021020482974,0.2073681398549017,0.8507258266024833,1.9226389639475425,0.8799684069603964,2.1666280452030344,2.153922043766141,1.5162330481198214,2.80635293162656,2.012768527448525,2.4607936665236108,2.9076875125671213,1.036977999899405
CCL2,nfkb_inflammation,inflammatory,Monocyte recruitment chemokine relevant to adipose inflammation,3.993756139321188,4.1782671052828855,4.8382959528426825,4.173270096490614,3.201673534737766,4.47090136471814,4.190246554625802,5.089375011426716,2.929297140409764,5.451644020266275,4.63497776164453,4.193930273469257,4.7253507690794425,3.0215616317866916,5.047972109225882,4.695380481704,3.989502451689314,3.902884927397362,4.126892511628483,5.2880153829358845,4.827125754863696,4.741831685966826,4.994470341339188,5.156683517070586,5.1954505992911955,2.89291477000309,3.843215977286305,5.4227025739775145,3.4578974807176963,5.374067840240593,4.5078253328128595,4.98137625700431,4.072222532259001,4.537844832992904,4.106645806991539,4.9430983619827265,4.275634364206086,3.346782762948812,5.198016319295663,5.259906304905776
CXCL8,nfkb_inflammation,inflammatory,Neutrophil/innate immune chemokine and inflammatory activation marker,0.0,0.0,0.16190186746510155,0.4487466326532446,0.0,0.18905154158874718,0.3463317515269369,0.20766799852906803,0.29169667014685646,0.0,0.607542899546212,0.07602405637624202,0.06619530000569467,0.0,0.07646195449961374,0.5498850044281155,0.15987327382217886,0.32747353057873974,0.46827988907027035,0.18885664043488096,0.25241444790467343,0.30577561999637615,0.08705543454337573,0.4972281066866127,2.3858951099842316,0.3433930399280664,0.1727396770770057,0.24257811785105202,0.0,0.17953398034159057,0.5187868962537184,0.21041504968387703,0.0,0.4543222613889155,0.0,0.0,0.3099258680516335,0.5070425940043252,0.0,0.3776979357849132
TLR4,innate_immune_inflammation,inflammatory,Innate immune receptor linked to lipid-induced inflammation,3.5850904140107094,2.5640764271619965,2.300995522659565,3.8827401712571037,2.9771348223020215,3.5783244409440065,3.594340012497488,2.8609208965402586,3.971022848256901,3.428240765379763,3.9163066639292152,3.396433531250992,3.8738953686219375,3.7823097956505287,3.6291174917756326,3.7125745415307483,3.460606936218737,3.476810932417298,3.0789042182783355,3.0552944109050597,3.559178399859827,3.3992551916008966,3.8045363389559608,3.7669491668925414,3.0771735974780516,3.5940738630150593,3.3383307043113795,3.7953007598073407,2.1737533185828135,2.8558085519874257,3.9718237429506424,3.5579233301764246,3.3828660072965167,4.0245216352721425,4.0585215411543665,3.176226696165468,3.6811392156153047,2.9507709191293676,3.0219023467234,3.965560268667999
NLRP3,innate_immune_inflammation,inflammatory,Inflammasome component relevant to metabolic inflammation,2.1984444913864034,2.322648973736177,2.2648180368012167,1.866143612067271,2.5071258356834893,1.4158489673215198,1.7821380342441624,2.41725411951214,1.6386558964458486,2.225220627237863,2.1302254896315684,1.7820411341723381,2.172314688982589,1.7958529584308516,1.6222870840608727,2.651827121540116,1.3527432732896567,1.9324905889716575,1.9577077418121935,2.4998596603712198,1.6262914719315333,2.740042032800234,1.691072696703015,1.3229774181016039,2.0804652911813437,1.5999295000130807,1.5415995847737458,1.883882354361691,1.853017156216105,2.5021319819497956,2.454534679470111,2.0698303470362034,2.427412549042261,2.217513642858725,2.27804870040469,2.1024297005613346,2.613434998541925,2.255390147468302,2.494835172661455,1.965537551171233
CASP1,innate_immune_inflammation,inflammatory,Inflammasome effector supporting IL1B maturation,6.083470349352832,4.779260928747178,5.169231259029708,4.642893013656801,5.329418349688454,5.002178852150723,4.506726079504286,4.113991975451591,4.800750783535779,6.033412451103078,4.867426819967378,4.657281001555883,4.481949222042973,4.472462426597509,4.847484909442907,5.552710376059603,4.539298668183549,4.710853866253456,4.323366970362299,5.876028754199021,4.832894924381613,5.8707680505969915,5.500733803810844,4.350014216994304,4.58310654262035,4.403145538076923,4.483559647950725,5.343807777150854,3.2560677292741955,3.8665005248901387,5.351729164422051,4.5497637867349665,6.020047515025395,5.610613493111121,5.940038288513036,5.361329414434058,5.733174968843241,5.858328593006452,6.026782379582968,4.463435176812557
