gene_symbol,module,score_group,rationale,C1,C2,C3,C4,C5,C6,C Pool 1,C Pool 2,C Pool 3,C Pool 4,C Pool 5,C Pool 6,GB2,GB4,GB5,GB6,GB7,GB8,GB9,GB11,GB14,GB15,GB16,GB22,GB26,GB27,GB32,GB33,GB38,GB42,GB 2/B Mono 1,GB 4/B Mono 1,GB 5/B Mono 1,GB 6/B Mono 1,GB 7/B Mono 1,GB 8/B Mono 1,GB 9/B Mono 1,GB 11/B Mono 1,GB 14/B Mono 1,GB 15/B Mono 1,GB 16/B Mono 1,GB 22/B Mono 1,GB 26/B Mono 1,GB 27/B Mono 1,GB 32/B Mono 1,GB 33/B Mono 1,GB 38/B Mono 1,GB 42/B Mono 1
BST1,nad_consumption_inflammation,inflammatory,CD38 paralogue and immune ectoenzyme with NAD-related activity,10.056289529790082,9.477331465051813,10.424741572126146,10.241240763002535,9.961915709468391,9.682476384086902,9.846823300355398,9.785278680374008,10.172897495632153,10.082340678151237,9.815112024429151,9.789968833084739,9.878755989842546,9.964699547373998,9.87776280489983,9.82690037934058,9.892650426605073,9.499636641275245,9.106467150165557,9.478165724721753,9.823204171258745,10.778580670386026,9.721561324088333,9.14291576120029,10.094931434556562,9.383839700758603,9.611579998911989,9.451509512744385,10.066179356080182,10.222496674828335,10.564904944183867,9.95513128676955,9.830347239292276,9.751204768284854,9.713039848406396,9.971208706385257,9.460270555943374,9.905231895680544,9.795925357139566,10.437534663539656,9.949513776836312,9.480172203555037,10.153377225757719,10.046354633324839,9.987836712279456,10.156468670668128,9.948234929799185,10.17108545327008
PARP1,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,9.902309385189586,9.353399826433877,10.078999359291599,9.703865170259789,9.382060454944197,9.363371072454001,9.532034229801743,9.548631205856568,9.59477357988582,9.442428303702041,9.454694104094274,9.484432619149393,9.728190254137546,9.984005387270942,9.893864542333796,9.48945221845876,9.391642504440906,9.48506570567989,8.849346297219785,9.299459895532767,9.21420010569485,9.807381328287672,9.272488890820279,9.078239155086584,9.965322981314245,9.180726468526084,9.127458400127207,9.019970393507386,9.938322405805568,9.951393277327224,10.493663343907693,9.64689059083741,10.461492748668476,10.00368655632336,9.627587688151815,10.528995142041943,10.059271445357094,10.231682001362472,9.966919815737345,9.907137635982043,9.971513377742893,10.20842093320757,10.323659416780401,10.323940827761897,10.27141983978504,10.256996470368863,10.314840380191134,10.14337683601356
PARP2,nad_consumption_repair,both,NAD-consuming DNA damage response enzyme; repair marker and NAD consumer,6.304833896310608,6.0862903874029834,6.586389762020964,6.5041476257707975,6.290760008182754,6.362815792505102,6.1253438268000435,5.949418205395209,6.254522616976837,6.412450446412776,6.303603778906472,6.140309540061609,6.2381167448300205,6.088920075677754,6.351823174466137,6.227763791023083,6.106886591254569,6.1850912848082285,5.962240832567616,6.177784276946437,6.36688257057226,6.357497110786833,6.3983293331703415,6.25098297890746,6.381753348695966,6.3216135530821465,6.150129890899375,6.244896950986,6.2068260496167476,6.589173526978598,6.2526826500850445,6.194127051984273,6.438566824494598,6.067016738926751,6.052771915563179,6.436916044757539,6.116183410239933,6.526088535879016,6.2129682814657015,6.224756503185825,6.151099773777564,6.540188651816344,6.564574650737276,6.54727923011703,6.547858197666658,6.616731438821196,6.459340627614801,6.49616095769524
SIRT1,sirtuin_repair,repair,NAD-dependent deacetylase linked to mitochondrial biogenesis and inflammatory restraint,8.841442322804355,8.234497009485006,9.071134366903845,8.956009592085298,8.331724471649112,8.511233190043578,8.121979466517402,8.730525160642667,8.59130092310807,8.31242784478878,8.694224146587946,8.669660357378596,9.021873882875434,8.929221120037107,8.376458397370282,8.425586864305467,8.087138728864302,8.386802326136706,7.709576692244383,8.034981591533533,8.163073992514644,8.366843239087217,8.0860029653476,7.838884343831511,8.299809245025633,7.896757429195211,8.171901341587004,7.694219966993369,8.62312428785695,8.736384341494267,9.712507225580854,9.157697333791956,9.270132941130601,9.301547179976103,8.771957856676869,9.620970857978332,9.071056312800865,9.623683631575169,9.12535379824578,9.30540149971807,9.589265003061707,9.444656093877413,9.74750522478333,9.316682262426507,9.464381765909478,9.269412617753847,9.326497125911672,9.57773093149008
SIRT3,sirtuin_repair,repair,NAD-dependent mitochondrial deacetylase and oxidative metabolism regulator,6.095314414927232,5.610351776237048,5.968383064068695,5.879594889143654,5.895201663082411,5.967313653818501,5.889333233128965,5.73611803241883,5.919146979138691,5.970138915436722,6.039677000421541,5.782398211246668,6.054342859208245,5.9115253747885745,5.9664761506954145,6.031846409045693,5.925580430402541,5.740447706192945,5.824105787269824,5.777639325119196,6.039170204806387,6.028504949954917,5.982598803886519,5.739536258973941,5.999936880711217,5.835543775993494,5.864372506525718,5.83902019504673,5.984833120621511,5.996239361924679,5.885835328985704,5.722239492636091,5.824342719811951,5.764596291624205,5.675484993387618,5.883255942287371,5.699479867986507,5.9623418346325066,5.985842392291644,5.831398458519284,5.807641757992856,5.846022369921951,6.086292404570063,6.095250372113888,5.902072734923766,5.988535411232052,5.925075964346105,5.993143555203305
SIRT6,sirtuin_repair,repair,NAD-dependent chromatin and DNA repair regulator,6.748976389246213,6.14502422292307,6.603739975925137,6.320640636619098,6.404212562216322,6.360494211579378,6.360676803202927,6.119623648490723,6.501104388335587,6.370898347397373,6.279964676862806,6.201228242192464,6.375563225749676,6.535188423431421,6.408306980189267,6.47396415353747,6.47413131232118,6.214228378743852,6.094218754022683,6.102246383879339,6.413617098193767,6.591523992158437,6.554785904223132,6.369005752747831,6.291760828559009,6.340453137053383,6.2233426125294065,6.252076692762501,6.444904062506602,6.45858624680838,6.231045262011704,6.29065570460362,6.546807586971808,6.285074245905,6.015324278225624,6.561100487658771,6.165597646341026,6.660288325072795,6.536833578763173,6.438590443281352,6.382026162276949,6.793059615608461,6.4824541657360495,6.780128963295312,6.7679672424027,6.6712268416432625,6.479195146696398,6.723178998657084
PRKAA1,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha1; energy stress and exercise adaptation,7.838936644283157,7.369311177930031,8.04788732939655,7.658073634511469,7.223262284491237,7.254584595345034,7.487165546854452,7.471305349382755,7.617244110364467,7.450577835839658,7.500672211033113,7.4751181281236665,7.679115509035158,7.7117062019480445,7.5378722223346895,7.315863259285359,7.314892254921707,7.324851997519674,6.9806822717085915,7.16755663790815,7.218559361552981,7.797948739466079,7.416020563817887,6.778742127675755,7.3572783944318365,7.059236288443713,6.94027248158692,7.151841570185115,7.494483615160305,7.72142529665064,8.503024680792663,7.347274991603963,8.01295856858952,8.157108908945672,7.853929547082312,8.428151605486628,8.00813949382255,8.283242108796255,8.12550542806009,8.315183081312133,8.362996688352743,8.098705885315416,7.898112193824864,8.209849564960228,8.40859426368545,8.29046449250642,8.434587781572965,8.439727430001449
PRKAA2,ampk_mitochondria_repair,repair,AMPK catalytic subunit alpha2; skeletal-muscle energy adaptation,5.810802447483162,5.695357205939308,5.975421084890373,5.856641901092249,5.806319159024712,5.904788019332794,5.977801260500183,5.574226875384997,5.827057598889438,5.89009351506413,5.8456789688991115,5.837710424588437,5.908327765595136,5.759124401032664,5.836943854728133,5.836489221163235,5.859355874892636,5.737471530728359,5.776364860614601,5.54497061299572,5.814417888352179,5.686810043109189,6.013863300081478,5.719563234454103,5.838483394742422,5.77244733864952,5.801898184080958,5.691116761453592,5.950941458442203,5.959877240746884,5.859234351519598,5.7889169199809745,5.7257918625814215,5.560681026289615,5.675936997331154,5.839814756608232,5.7001611401273005,5.916143878548261,5.8190907856041845,5.861510034484909,5.7936280177603505,5.762857974810038,5.995934442933965,5.942484947381954,5.886278214163746,5.821330105627873,5.847025014322271,5.671709474500772
PPARGC1A,ampk_mitochondria_repair,repair,PGC-1alpha mitochondrial biogenesis and endurance adaptation regulator,6.014483844233466,5.954633473820348,7.403680154165886,6.719298457141622,6.415272087215315,6.121804936044504,6.4419473607958295,6.154454200283788,6.377103441561179,6.470384258019699,6.30656848093731,6.216635869721987,6.2899781005931255,6.117470642925635,6.166337451122506,6.049302290701241,5.974898886916352,6.180260069946021,6.722116237818659,6.455393640290861,6.392468897805754,6.856607293637313,5.9870593196350095,5.664624201624072,5.701847046375267,6.3786286640772705,5.742247718072346,6.4135172476458715,5.925214739773857,6.0616355927604575,5.7954118918327255,5.951830912082326,5.942640471748259,5.929305284366602,5.854087932807871,6.665779317860836,7.2914921323506166,6.6056732965864615,7.00489347335193,6.504160658725868,6.2720762063828905,6.015184202711679,6.142338278529958,7.612712980018502,6.320970368570129,6.953227983658649,6.153482517211767,5.923691159192838
TFAM,mitochondrial_biogenesis,repair,Mitochondrial transcription factor and mtDNA maintenance marker,9.151331182125139,8.139097497151763,9.608604686241748,9.086716371724926,9.126291735925609,9.175360172788114,8.714432368923218,8.708051321564492,9.309992630317211,9.0882849961569,9.04646459439002,9.028240375632711,8.98643198388261,8.428466957499802,8.335723520710754,8.183861133798684,8.577019376895084,8.294134101839907,7.998067975192476,7.954649408356404,8.34169493804021,8.861228066023399,8.873112162186338,8.482259003117367,9.108573852556223,8.920369530431673,8.72932707679599,8.561563281728379,9.0209424477856,9.082343871882204,9.256122808457851,8.906809141151589,9.297608947009385,9.471894040409538,8.923170578229524,9.646539270090395,9.087354900285652,9.191143873193797,9.34036019924005,9.275505542540278,9.748643034400292,9.478567405579449,9.270828382650771,9.732806276813497,9.61827004532573,9.553961373115733,8.972138327493864,9.28959012304939
NRF1,mitochondrial_biogenesis,repair,Nuclear respiratory factor involved in mitochondrial biogenesis,6.642042592545074,6.070789663152691,6.7682306491033115,6.4116811354903325,6.302098205915484,6.2486348300804995,6.376994782535745,6.106703840051315,6.4310405495940675,6.336734695121949,6.340543576533737,6.139476043798517,6.5370068156407735,6.41072099685343,6.521224622698699,6.400579256193506,6.271016797289147,6.153855383760812,6.21234034925708,6.258735991020084,6.705282642604677,6.838803053823842,6.482527576836903,6.216158767973931,6.615073563512107,6.260492046943193,6.466306866230329,6.30720372413337,6.311092539979159,6.279517725607973,6.616380194817566,6.221979906158841,6.396034268726984,6.229192203976343,6.152810506183836,6.445212711274677,6.219131726428173,6.6929571751028485,6.438644332586618,6.4450434924984545,6.40683646357305,6.516719612965147,6.465183213300929,6.8151629517539565,6.485097191663156,6.623618160423858,6.476146890259338,6.585264833875921
NFE2L2,oxidative_stress_repair,repair,NRF2 antioxidant and stress-adaptation regulator,9.235701215149225,8.710361505434134,10.029087030513214,9.732823232108702,9.00590379873542,9.214201077286484,9.012915283145844,9.27691557633402,9.41038414430629,9.164988107405241,9.2562436053356,9.256328534584672,10.258397611495417,10.044732894324067,9.560776848431907,9.354983437669468,8.967201757313557,8.690172271985617,8.695858832433172,8.743150047372042,9.437087884479961,9.483636638225109,9.166664736879039,9.145822124986895,9.380946283150896,8.687790322118317,9.21028706091859,8.636319012318049,9.607166799045634,9.509888594773225,10.849247920730893,10.581616756362257,9.979386608618222,10.244319828087825,9.824411939801736,10.177844310518408,9.978937783625362,10.114098889489718,9.516626649465168,10.218920384624884,10.177435733956644,10.175137827937556,10.958370735886199,10.415208316093436,10.276946739730926,10.30588162620421,10.264657229132638,10.257987662245196
SOD2,oxidative_stress_repair,repair,Mitochondrial antioxidant defense marker,11.574476096642469,11.170187630688098,11.729467799576264,11.652217667535783,11.53411206052635,11.33325256119546,11.4873752272992,11.305815723714531,11.531909555950351,11.353893017609575,11.232001540255293,11.18334891976631,12.565034870060549,12.155412860860878,11.44347209698198,11.977181543515048,12.01880027842551,11.819058443849562,11.450591753582636,11.050196962461992,12.467387766674715,12.268441206957494,12.45835497213533,11.945941944727588,11.4477089344018,11.345622555004198,11.44597385715941,10.850737215372478,12.295598744901923,11.414625835711645,12.529953107012998,12.0413634988959,11.900713834205517,12.206818652074142,12.46656399616457,12.246439738492011,11.673277590806311,11.85485584141838,11.93786694485785,12.116693962410721,12.394296468290882,12.03266679952329,12.713126952555443,12.561050814307936,11.754726985061847,12.131172852335007,12.67774850846452,11.904090460469055
CAT,oxidative_stress_repair,repair,Antioxidant enzyme relevant to oxidative stress resolution,11.705174885472685,11.314635921223287,12.148526154107747,11.909175682038013,11.934563678546594,11.345037595413531,11.6685566185754,11.405794571002213,11.911074350232358,11.703129690432556,11.59924339537725,11.520647652017395,12.145526529785297,11.596673835176222,11.594195819447549,11.35585485043564,11.267481958172086,11.430936505125654,11.359770421058707,11.61655619507257,11.967442070448262,12.117950826196111,11.549181574301853,11.433800838320948,11.87796083729852,11.487759658601387,11.448301664839805,11.320013563520325,11.968714306321344,12.169468138299102,12.155558881950116,11.765035335621766,11.879365756897096,11.838950979316857,11.268693454861358,12.105523563987317,11.920290694614696,11.976636793320383,11.740696978426683,11.908742368120896,11.857612501169507,11.84640908421035,12.256428968765116,12.215306082008052,11.935336718625903,12.0964960985433,11.92668664090441,12.271298731068116
GPX1,oxidative_stress_repair,repair,Glutathione peroxidase and oxidative damage protection marker,13.37181433085105,12.880709293371252,13.175955317820446,13.259919971243399,13.0798907430238,12.920054114776473,13.283435684040231,12.914032890296813,13.188078349487686,12.967640613837862,12.91142199686161,12.794490953992232,13.187622375335016,13.153134576145481,13.17665182747547,13.317615980141715,13.358602469281545,13.01362641355793,12.979410403880042,12.899403384886313,13.205652416369622,13.453396549192403,13.147107286869794,12.816890392873665,12.920300065433743,12.886332502001217,12.954938827264812,12.864874588617766,13.310682188389166,13.274517887539895,13.36702653787793,13.375583564511818,12.976332674012927,12.854959941244942,12.794286466804866,13.168144720467959,12.947820066419993,13.078012445511195,12.835172889434133,13.080420340489766,13.220792846452227,13.074842347913341,13.227922288055312,13.029488957198382,13.148877684613408,13.272187979449972,12.84947137933771,13.174490210859675
NFKB1,nfkb_inflammation,inflammatory,NF-kB transcription factor subunit linked to chronic inflammatory signalling,12.215313970121766,11.663826694443218,12.311948927609011,11.829168142139679,11.793263524747099,11.846618675050612,11.948236536185014,11.774734357449862,11.904494635076304,11.628250038523603,11.78326960984139,11.84889987374216,12.422856611535838,12.28484780764373,12.033538632765492,11.9822313966218,11.885962088414617,11.80634903234935,11.089690137943863,11.49161763730065,11.895036727187847,12.226105978979977,11.780203044658242,11.526481144203933,11.869798936562063,11.379899787595106,11.399070131547987,11.251045630423247,12.277002843776621,12.071366827774908,12.633444152484032,12.37184877728666,12.383926996730338,12.328438759238152,11.954279568358503,12.43945562021719,12.048737859299166,12.406905451442183,12.046292213730672,12.370414968879698,12.3409577587475,12.432291860297479,12.630104186859224,12.5982949456329,12.500811014115463,12.389126872411063,12.552190441018922,12.468285983021257
RELA,nfkb_inflammation,inflammatory,NF-kB p65 subunit and inflammatory transcriptional activation,8.577269065262778,8.20466797273469,8.461855522163795,8.509848225673892,8.369722963235048,7.962705175336804,8.51103587132184,7.959122141344748,8.595081400359112,8.445154761873702,8.096008258392693,7.870366569191246,8.58068782555367,8.52766309780852,8.087244829314903,8.338349532474785,8.25692903043815,8.028608931842482,8.084083404188888,7.988621070470151,9.089762689177071,8.731698834145119,8.879344618532906,8.679216167735179,8.343917650279007,8.525235373890355,8.415577422657078,8.103943429891558,8.541473409704507,8.285517352429954,8.963441177437902,8.731108212417732,8.613347841978587,8.47781937228897,8.356590180608988,8.549630669597873,8.300615676586709,8.586344796746141,8.004741821373218,8.320005776143981,8.895189603371199,8.772001749866142,9.085705608540895,8.910993431362328,8.67850824028345,8.813922568403676,8.70335925991257,8.473389986024948
TNF,nfkb_inflammation,inflammatory,Canonical inflammatory cytokine relevant to obesity inflammation,10.265822470258358,9.514994479698572,10.577108718166972,11.276858945602378,11.089047873964402,11.230194005142161,10.79969526433068,10.396420686686684,10.90278434766557,10.792098057519722,10.547792971328304,10.5832200709273,11.785654349599518,11.500988730273614,11.314232582018727,10.788033114121252,9.872529141474637,10.974048850372949,11.531115804708639,10.286419145337328,12.724411104335603,10.255013221917508,12.125123481594306,12.043141805788027,11.1841085525013,10.7477213803435,12.365117279437818,10.7164731043701,10.95964990629719,10.158488511888608,13.291226828623616,13.078814615018132,11.915870044598531,12.990028245206009,13.036395839173244,11.92495906625895,10.808122759581599,10.674926672544526,9.848536720394481,10.60521095547846,9.720250073525566,11.918612830454707,11.76722358698297,10.397397617462541,10.86528477503491,11.860642394373055,11.813800427022677,10.050511220334435
IL6,nfkb_inflammation,inflammatory,Exercise-responsive and inflammation-associated cytokine with context dependence,6.543993502638711,6.974887188618097,7.75142823715833,7.262736631402262,7.874828927091209,7.167232465304168,7.2686832804199115,7.019898692808568,7.2881619686794625,7.43019995337811,7.189511282178568,7.080636346771655,9.25198531343542,8.78051581804339,8.993954236005548,8.264721259769713,8.400115630154072,8.010699289014749,9.553890164881645,7.920622014271829,9.123666713711874,10.145966525610435,8.963023500407557,8.398389279760783,9.60296789559908,8.351611987747097,7.996228287418322,8.495063125688862,8.747650562756602,7.955766713153515,9.437040638921994,9.387977018518626,8.157117500815877,9.171616421068473,8.628617231591818,8.207032872481783,8.516621528420327,8.025706560143375,7.0156358305599165,8.891501818629541,7.228485870453062,8.212810059747676,9.468737254910991,8.653535509167265,7.74555332411978,8.945811632831491,7.882690730867613,7.080506308851901
IL1B,nfkb_inflammation,inflammatory,Inflammasome-related inflammatory cytokine,12.945945436858636,12.456059685021497,13.820267731710297,14.213922871728224,13.41328413741373,13.461635475014408,13.482862144988127,13.21844638708453,13.55352850331699,13.437100528127864,13.377834117140608,13.285548157192945,14.274585631305374,13.992412626524294,13.892019071103388,13.548696702521623,13.18499308383291,13.266881243724058,13.93497991150998,12.96616925253426,14.555085172334588,13.4729065674452,14.278752165909543,14.271629348449046,13.81428304157069,13.485054431759218,13.895297887179451,13.397015430612363,13.686182057374388,12.946343594069662,14.449574270499543,14.395169934845665,14.081664845422889,14.218353597309651,14.327239651966453,14.301994821729691,13.706941665151628,13.587369679387663,12.463906197578023,13.757469184564846,13.11040598555397,14.26774206820749,14.519975265998273,14.130508625972949,12.95195016850097,14.331879147230858,14.145916228973656,12.981883862360815
