dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags
GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,inflammatory_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.05246184643372127,0.018059995741055167,0.07052184217477643,0.1831398294396399,-0.1274785406994781,0.2338421969622626,paired_cohen_dz,0.3850710268244481,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero
GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,repair_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.08218931745789183,-0.033155849906885505,0.04903346755100632,0.1786501709269672,-0.057003672851071406,0.25529360265448,paired_cohen_dz,0.2744663903571151,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,NAMPT_z,4,4,participant_id,,paired,4,4,4,4,-0.8967070142561706,-0.3540867805607291,0.5426202336954415,0.3481511112864115,0.22472902170231562,0.7837306835184648,paired_cohen_dz,1.558576767687084,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.2721354166666667,very_small_n;ci_excludes_zero
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,balance_score,4,4,participant_id,,paired,4,4,4,4,-0.11425566065982407,-0.08052439041129326,0.03373127024853081,0.3023632436106494,-0.20374692664810423,0.27453539186462467,paired_cohen_dz,0.111558765694306,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,inflammatory_score,4,4,participant_id,,paired,4,4,4,4,0.006737462169774749,0.15186376496125897,0.1451263027914842,0.2040116703917504,-0.058809089597980514,0.29991894766939603,paired_cohen_dz,0.7113627495564717,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.59375,very_small_n;ci_crosses_zero
GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,repair_score,4,4,participant_id,,paired,4,4,4,4,-0.10751819849004929,0.07133937454996567,0.17885757304001496,0.14251948538124487,0.060118214741381695,0.29759693133864823,paired_cohen_dz,1.2549692595476638,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,very_small_n;ci_excludes_zero
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,NAMPT_z,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.3853481679025793,0.4620486259386902,0.8473967938412696,1.2471575211582047,0.28001122105986653,1.4518442874049848,paired_cohen_dz,0.6794625213455899,0.01239013671875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0941650390625,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,balance_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.18547635707365925,-0.1753135745093106,-0.36078993158296985,0.281035794080341,-0.49738140506822615,-0.23046403108354915,paired_cohen_dz,-1.2837864043746297,0.000244140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0147857666015625,0.004638671875,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,inflammatory_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.13672966922529406,0.12805233187946696,0.264782001104761,0.28848897799571166,0.13374805971743173,0.40349117137134033,paired_cohen_dz,0.9178236303665541,0.0009765625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.024739583333333332,0.00927734375,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,repair_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.048746687848365215,-0.047261242629843624,-0.09600793047820884,0.14258687232508815,-0.16300090304582904,-0.026576301042873663,paired_cohen_dz,-0.6733293809777764,0.018341064453125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.1001953125,0.11616007486979167,ci_excludes_zero;nominal_p_lt_0.05
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,NAMPT_z,6,6,participant_id,,paired_intersection,4,4,4,4,-0.6453260596730733,-0.3034719091402065,0.3418541505328669,0.5314641385885965,-0.061111277187897245,0.7827306618210874,paired_cohen_dz,0.6432308893704949,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.59375,very_small_n;ci_crosses_zero
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,balance_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.00871692718165398,-0.1226343900375444,-0.11391746285589041,0.3357056353615588,-0.36098419802438986,0.1963965991267219,paired_cohen_dz,-0.3393373564706473,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,very_small_n;ci_crosses_zero
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,inflammatory_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.249192432508336,-0.28042724853126066,-0.03123481602292466,0.3300466626627806,-0.2917689862432929,0.22753160644014664,paired_cohen_dz,-0.09463757570194942,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero
GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,repair_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.25790935968998996,-0.40306163856880517,-0.14515227887881516,0.10422729683427485,-0.22703426593439985,-0.06327029182323046,paired_cohen_dz,-1.3926512851006057,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,very_small_n;ci_excludes_zero
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,NAMPT_z,6,7,participant_id,,paired_intersection,6,6,6,6,0.33962327610703064,0.11693148341776398,-0.22269179268926667,1.259112469872381,-1.219502319200771,0.6535142184188285,paired_cohen_dz,-0.17686409913153978,0.71875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.7586805555555556,small_n;ci_crosses_zero
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,balance_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.2759913699650583,-0.14433007712818927,-0.42032144709324754,0.27818748583756664,-0.6075247382478687,-0.21050785138849007,paired_cohen_dz,-1.5109286667865167,0.03125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.11875,0.09895833333333333,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,inflammatory_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.014686133704187735,0.16088440502557086,0.1461982713213831,1.3661428774322535,-0.8923347528960924,1.0366714236196177,paired_cohen_dz,0.10701535962048964,0.90625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero
GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,repair_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.290677503669246,0.016554327897381538,-0.27412317577186457,1.4910675691431217,-1.401032690246429,0.7516682942312537,paired_cohen_dz,-0.18384356379596944,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,small_n;ci_crosses_zero
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,NAMPT_z,4,3,,,unpaired,7,0,4,3,-0.01096138565926727,0.014615180879024867,0.025576566538292135,,-1.3944524083063548,1.3776906982084962,hedges_g,0.0196633989751806,0.9714285714285714,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,0.9714285714285713,small_n;ci_crosses_zero
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,balance_score,4,3,,,unpaired,7,0,4,3,-0.00938610145328856,0.012514801937716832,0.021900903391005394,,-0.4970982860616326,0.6278004103007604,hedges_g,0.03884147440990127,1.0,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,inflammatory_score,4,3,,,unpaired,7,0,4,3,0.13058372539339597,-0.17411163385786058,-0.30469535925125657,,-0.6117963924678212,-0.04422573077940015,hedges_g,-1.1658647272191789,0.17142857142857143,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.4202764976958525,0.46530612244897956,small_n;ci_excludes_zero
GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,repair_score,4,3,,,unpaired,7,0,4,3,0.12119762394010741,-0.1615968319201437,-0.2827944558602511,,-0.6175745088803964,0.09824300427384619,hedges_g,-0.7334018356065382,0.3142857142857143,unpaired_label_permutation,unpaired_percentile_bootstrap_5000,0.6285714285714286,0.7464285714285714,small_n;ci_crosses_zero
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,NAMPT_z,3,3,participant,,paired,3,3,3,3,-0.553481003783633,0.5534810037836321,1.106962007567265,0.552860705916426,0.5387334035780535,1.6430527972601532,paired_cohen_dz,2.002243957150756,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.3958333333333333,very_small_n;ci_excludes_zero
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,balance_score,3,3,participant,,paired,3,3,3,3,-0.13471688262753084,0.13471688262753181,0.26943376525506263,0.21698052059431258,0.07035129449320238,0.5007140369687886,paired_cohen_dz,1.2417417218701472,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5277777777777778,0.5277777777777778,very_small_n;ci_excludes_zero
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,inflammatory_score,3,3,participant,,paired,3,3,3,3,-0.0803743336391544,0.0803743336391544,0.1607486672783088,0.4274221013374258,-0.10215261550387461,0.6539337960290004,paired_cohen_dz,0.37608880489641955,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,very_small_n;ci_crosses_zero
GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,repair_score,3,3,participant,,paired,3,3,3,3,-0.2150912162666853,0.21509121626668617,0.43018243253337146,0.6352856522772825,-0.03180132101067219,1.1546478329977892,paired_cohen_dz,0.677148037251139,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8444444444444444,0.95,very_small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.7032426016501429,1.2974500749984457,1.9129296586527709,0.33815073714499344,2.5602652223812825,paired_cohen_dz,0.6782528929538412,0.0234375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.111328125,0.08040364583333333,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.25997107530252295,0.25459156194354166,-0.005379513358981297,0.341389008866276,-0.20741208102190276,0.19262047843336016,paired_cohen_dz,-0.015757722771586016,0.96875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.20812615381745161,-0.2165523822953898,-0.008426228477938186,0.6046700957780304,-0.3963472017932037,0.29875356945985904,paired_cohen_dz,-0.0139352492156837,0.970703125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_active_24h_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.05184492148507134,0.038039179648151844,-0.013805741836919516,0.5758621779234688,-0.37436735265642773,0.3006390831543298,paired_cohen_dz,-0.023974038174728464,0.9375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5942074733483029,0.5784064701594829,1.1726139435077858,0.8083684190962349,0.6993677008205945,1.6536290029517648,paired_cohen_dz,1.4505934618509486,0.00390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.04241071428571429,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.25997107530252295,-0.8085480452971833,-1.0685191205997062,0.5978649619355634,-1.4278213165660423,-0.7230152639436707,paired_cohen_dz,-1.7872248561621997,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0296875,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.20812615381745161,0.26427625312212677,0.47240240693957836,0.6333149923708722,0.09342211576313351,0.84343468419899,paired_cohen_dz,0.7459201386834331,0.044921875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.16257440476190477,0.21337890625,ci_excludes_zero;nominal_p_lt_0.05
GSE318937_exercise_oleuropein,MICE_active_post_vs_pre,predefined,MICE_Active_Pre,MICE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.05184492148507134,-0.5442717921750565,-0.5961167136601279,0.6630026981837918,-1.0059377792819175,-0.22709001626893702,paired_cohen_dz,-0.8991165726672166,0.015625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.09895833333333333,0.11616007486979167,ci_excludes_zero;nominal_p_lt_0.05
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.67089338903023,1.1101240421182412,0.9322035140741722,0.5722295231992323,1.6902030245317254,paired_cohen_dz,1.1908601773731486,0.0078125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.07421875,0.0588531494140625,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.14373962726200215,0.16478883467629254,0.021049207414290352,0.5574305276082955,-0.2980210852626083,0.37267476061748783,paired_cohen_dz,0.0377611314267337,0.9140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.06136891331539453,-0.16125246776808283,-0.09988355445268834,0.4264713379135531,-0.38957049018550566,0.11696040512182165,paired_cohen_dz,-0.23420930218043168,0.58984375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.9537898936170213,1.0,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.08237071394660765,0.0035363669082096516,-0.07883434703839796,0.5097314085195964,-0.39469551491167354,0.21907010896138873,paired_cohen_dz,-0.15465860200248424,0.68359375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.2869893284610305,0.7262199815490418,1.4332738796415063,-0.24482061170351754,1.480917110692056,paired_cohen_dz,0.5066861204019748,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3958333333333333,0.296875,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.14373962726200215,-0.43178562734367204,-0.5755252546056742,0.7655383831474852,-0.9979745760085691,-0.05424615755657696,paired_cohen_dz,-0.7517915068339507,0.05859375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.20241477272727273,0.15904017857142858,small_n;ci_excludes_zero
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.06136891331539453,0.22799806260456984,0.2893669759199644,0.968750398549481,-0.3910101936251399,0.7539054224875005,paired_cohen_dz,0.29870127161055754,0.421875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.8221153846153846,0.890625,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.08237071394660765,-0.20378756473910226,-0.2861582786857099,0.4853898117372834,-0.5606596917652357,0.03068101339251883,paired_cohen_dz,-0.5895432326061939,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3628472222222222,0.3392857142857143,small_n;ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938277,0.9831625362579584,1.159118626942475,0.3272236164505556,1.658607192261554,paired_cohen_dz,0.8481983753909176,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.11338975694444445,0.08040364583333333,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.36358255453776717,0.32397254036274964,-0.039610014175017486,0.3750965878088607,-0.27261482378959456,0.14913415606621705,paired_cohen_dz,-0.10559950546711372,0.8359375,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781366,-0.20535205749381497,0.0117345948939987,0.5153679777822899,-0.3112030126620136,0.31138326007136824,paired_cohen_dz,0.022769351996789793,0.94140625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,1.0,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.1464959021499534,0.11862048286893465,-0.027875419281018776,0.5570566640697043,-0.3505822268337966,0.30481772535756374,paired_cohen_dz,-0.05004054538611665,0.876953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,-0.2620692887887945,0.31595809487533605,0.8114498574564265,-0.13188776766656957,0.8044281299101297,paired_cohen_dz,0.38937476169598373,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.5857263513513513,0.4167668269230769,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.36358255453776717,-0.11112888613198024,-0.4747114406697473,0.3794560894631075,-0.7139862619071816,-0.2731133914688365,paired_cohen_dz,-1.251031288867749,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0296875,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781366,0.18275049112839764,0.3998371435162114,0.8085994700610526,-0.05950525581831369,0.8694554186066437,paired_cohen_dz,0.49448108528443885,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.3958333333333333,0.46530612244897956,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.1464959021499534,0.07162160499641736,-0.07487429715353607,0.8233030100435648,-0.5471345454885871,0.40797969207288426,paired_cohen_dz,-0.09094379133822689,0.775390625,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,1.0,0.9895833333333334,ci_crosses_zero
GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.8271673335262639,0.4795706617901841,1.306737995316448,1.3177830101037216,0.5704059495189504,2.074553126379255,paired_cohen_dz,0.991618487488009,0.01171875,paired_sign_flip_permutation,paired_percentile_bootstrap_5000,0.0941650390625,0.0588531494140625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10
